CED_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED129,2709,4141,8382,13271,10850,6245,1703,151,7,47467,3196,957,1623,2786,2333,3569,6408,4169,1486,26528,106,121,352,401,276,230,183,202,208,2079,6010,5214,10358,16461,13461,10045,8297,4522,1707,76072,569,3380,10614,18219,15213,8227,1649,107,3,57980,2775,3140,3450,5894,4880,3633,1733,264,18,25784,1208,1293,1557,1781,1392,1068,455,55,4,8814,43,104,279,359,200,139,54,15,4,1204,4597,7922,15906,26251,21679,13069,3888,439,27,93781,78,275,472,553,476,342,73,3,0,2276,628,333,193,266,185,170,88,9,0,1863,705,605,663,819,661,509,162,15,0,4134,5306,8521,16570,27076,22339,13578,4044,454,27,97918,6876,1990,2501,3787,3471,5502,11149,7802,2489,45560,229,263,652,773,556,425,388,381,378,4041,12409,10772,19730,31629,26366,19508,15586,8628,2888,147523
CED130,2638,2897,6861,6789,7327,6508,2072,342,29,35462,1946,957,1838,1459,1668,3578,6765,5141,2170,25517,505,433,773,697,738,717,678,657,400,5592,5093,4288,9473,8942,9735,10798,9509,6138,2596,66569,1338,3262,8700,8762,9637,7703,2231,349,40,42001,2953,1888,3624,3629,3540,4160,2182,507,48,22536,237,224,655,440,458,617,260,53,14,2966,139,143,279,215,194,213,103,81,28,1400,4658,5526,13258,13046,13833,12691,4773,991,124,68894,195,309,469,316,380,326,39,0,0,2033,370,224,248,197,184,218,63,6,3,1516,565,533,718,512,567,543,104,6,3,3545,5226,6054,13973,13554,14394,13235,4874,1000,129,72442,3995,1628,2797,2412,2988,6277,12782,9368,3400,45654,983,892,1563,1381,1509,1476,1372,1187,639,10999,10205,8576,18332,17346,18887,20989,19028,11547,4170,129088
CED131,3095,5856,10847,9006,8482,5847,1262,117,12,44530,1462,969,1678,1505,1620,3546,6094,4099,2190,23171,267,358,560,421,375,345,353,408,547,3629,4831,7187,13086,10934,10478,9747,7705,4621,2746,71326,722,4022,13606,11302,10699,6505,1020,63,7,47949,3683,5576,6125,5428,4609,4217,1496,237,7,31359,593,782,1319,848,583,686,193,20,6,5023,69,184,317,163,148,89,27,13,9,1012,5071,10554,21361,17736,16039,11493,2737,332,26,85350,163,339,540,353,401,285,41,0,0,2126,645,469,340,223,221,212,65,4,0,2167,812,807,878,573,626,491,110,6,0,4292,5879,11357,22242,18309,16662,11980,2848,330,28,89641,3304,2067,2897,2493,2981,6274,11325,7402,3417,42166,505,799,1229,921,838,762,708,686,756,7200,9686,14233,26362,21715,20481,19021,14886,8421,4195,139005
CED132,1388,3318,12049,12086,9474,6070,2059,279,29,46760,2307,665,1341,2231,2058,3053,5556,4050,2095,23355,115,135,613,563,372,312,313,328,474,3224,3812,4116,14003,14883,11905,9436,7939,4658,2591,73342,144,2711,17066,17381,13522,7442,1900,229,14,60421,1522,2477,3831,4636,3990,3746,2316,543,29,23091,672,936,1438,1361,708,676,345,66,5,6208,21,84,245,248,114,89,33,17,5,855,2372,6213,22583,23626,18337,11946,4598,850,65,90576,24,170,427,530,505,372,50,8,0,2088,280,210,224,218,181,211,101,21,0,1443,304,380,654,749,687,581,149,27,0,3529,2671,6588,23230,24373,19027,12528,4748,873,66,94105,5116,1514,2203,2999,2989,4894,9341,7152,3259,39462,211,280,1203,1114,753,598,586,539,657,5942,8001,8384,26637,28485,22770,18016,14675,8564,3978,139516
CED133,2566,2710,6137,6985,8168,7516,1970,225,21,36297,1529,727,1806,1739,2148,4681,9216,5665,2483,30002,333,290,690,724,668,715,704,559,421,5090,4428,3725,8636,9447,10985,12912,11886,6444,2922,71394,1073,2724,6680,7788,9333,7599,1718,215,21,37147,3184,2072,4158,4557,5038,5735,2355,348,41,27483,241,213,708,542,566,747,268,33,7,3327,114,144,265,261,252,200,98,62,12,1413,4610,5155,11811,13151,15184,14279,4434,654,87,69368,209,314,418,334,367,406,45,5,0,2094,403,191,257,212,244,352,71,10,0,1749,614,501,681,546,614,761,118,10,0,3843,5221,5653,12490,13701,15793,15044,4549,673,86,73211,3399,1435,3110,3086,4046,8846,17892,10726,4038,56570,662,619,1348,1431,1447,1606,1427,1010,641,10188,9286,7703,16948,18220,21285,25491,23867,12398,4765,139966
CED134,2102,2712,7519,6543,6632,6188,1881,317,30,33936,1588,779,1845,1331,1541,3016,5377,4242,1886,21608,493,497,1198,1101,1069,1071,860,720,405,7423,4186,3990,10566,8984,9238,10281,8120,5280,2320,62965,1255,3573,9955,8636,9195,8209,2430,405,48,43708,2304,1383,3517,3303,2957,3462,1756,390,56,19126,167,175,859,451,380,540,245,48,6,2866,125,153,386,245,226,256,105,62,12,1570,3852,5282,14717,12639,12753,12464,4533,907,124,67270,201,278,390,299,347,273,40,0,0,1829,246,148,212,144,137,186,52,7,0,1146,451,426,603,446,490,464,94,7,0,2971,4298,5709,15315,13082,13242,12929,4624,914,120,70247,3267,1332,2669,2149,2796,5356,10202,7762,3024,38560,1055,1056,2391,2175,2133,2237,1822,1311,639,14821,8622,8098,20378,17408,18177,20522,16652,9984,3784,123625
CED135,1342,4615,13927,11285,7097,4688,1010,89,8,44057,2732,1713,4757,4343,3245,4374,5447,3430,1396,31430,284,464,1446,1138,611,519,391,279,189,5328,4363,6792,20127,16769,10946,9578,6847,3800,1594,80820,244,3012,17240,17177,8949,5584,1092,63,0,53359,1414,4190,7252,5296,3513,2585,888,126,10,25284,528,1295,2599,1973,1391,1304,374,41,4,9512,35,286,807,519,224,164,36,14,5,2094,2218,8786,27897,24969,14083,9635,2394,254,22,90249,99,460,1388,1045,542,401,58,0,0,3986,340,615,712,421,248,229,60,8,3,2637,442,1073,2102,1463,789,631,112,7,3,6622,2660,9851,29995,26434,14880,10268,2507,258,25,96874,5951,3796,8151,6989,5567,7516,9907,6258,2396,56539,553,1136,3207,2446,1326,1129,764,508,328,11408,9165,14787,41351,35876,21774,18912,13183,7022,2750,164828
CED136,3029,3876,8880,8433,8275,6078,1163,102,15,39849,1691,812,2222,1906,2165,4728,8847,5426,1878,29680,181,220,495,439,393,399,481,457,350,3408,4896,4909,11589,10778,10834,11206,10493,5994,2242,72939,1186,3909,10835,10486,10367,6881,1011,58,5,44743,3356,2778,5057,4929,4672,4340,1450,207,12,26788,573,494,1273,821,730,845,241,35,6,5015,102,154,324,238,172,145,41,22,4,1211,5208,7331,17486,16481,15943,12213,2744,316,33,77758,294,410,541,379,415,322,43,0,0,2398,518,266,282,245,217,223,54,3,0,1815,810,675,824,621,632,545,97,6,0,4212,6024,8002,18312,17101,16575,12759,2836,325,31,81972,3763,1494,3213,2961,3630,7892,16375,10237,3041,52589,412,445,1056,923,850,867,934,867,515,6877,10202,9935,22578,20994,21056,21520,20148,11427,3585,141438
CED137,1403,5745,16826,11346,8903,6262,1647,158,18,52318,2663,1876,4008,3263,2707,4197,5948,4067,1998,30738,139,429,1210,709,422,373,318,304,410,4302,4206,8055,22044,15313,12039,10831,7913,4531,2428,87359,246,3795,20734,15727,11174,7205,1570,133,14,60595,1481,5101,8193,5435,4272,3850,1700,280,27,30338,626,1444,2976,1993,1261,1116,433,69,8,9927,28,305,790,450,221,147,51,12,5,2005,2378,10637,32690,23598,16934,12314,3761,490,51,102861,44,432,1170,660,541,411,65,3,0,3325,288,751,733,325,232,221,88,9,0,2644,336,1183,1903,979,770,630,152,12,0,5970,2714,11816,34598,24578,17708,12952,3916,507,51,108836,5325,4220,7711,5378,4466,6849,10421,7327,3363,55057,284,1020,2631,1486,814,742,633,529,612,8757,8326,17054,44942,31446,22985,20547,14966,8357,4033,172643
CED138,2667,2680,6753,8081,8682,7522,2047,184,24,38634,1248,508,1494,1807,1909,4466,9118,6114,2919,29581,259,284,752,794,773,759,678,602,608,5514,4172,3474,9000,10680,11362,12748,11840,6900,3549,73723,726,2133,6333,8312,9165,6727,1379,122,9,34907,3330,2485,4955,5926,5959,6212,2695,332,42,31942,383,288,887,792,722,818,294,30,9,4222,115,132,337,295,252,214,76,33,14,1472,4560,5040,12504,15326,16100,13978,4452,522,62,72542,149,227,364,307,346,338,41,0,0,1776,409,174,260,251,285,316,107,10,0,1818,565,404,620,562,632,654,143,13,0,3592,5124,5440,13130,15885,16731,14627,4590,535,65,76131,2819,931,2307,2777,3325,7796,17119,11361,4808,53235,561,571,1472,1614,1553,1524,1406,1087,917,10706,8502,6937,16911,20279,21616,23944,23116,12984,5793,140075
CED139,2780,3574,7288,7073,7346,6350,1890,281,49,36626,1776,959,1810,1496,1640,3379,6803,4978,2418,25255,313,308,591,569,535,623,600,514,310,4369,4875,4842,9687,9133,9516,10358,9295,5771,2773,66254,1803,4157,9648,9301,9861,7954,2120,350,28,45221,3023,2262,3879,3795,3579,4130,2049,431,59,23203,208,283,772,463,411,546,232,59,9,2985,158,186,302,236,206,208,119,63,21,1508,5190,6887,14602,13794,14058,12838,4523,897,129,72911,156,270,426,345,292,255,40,0,0,1778,362,211,232,159,148,181,68,7,4,1365,514,476,659,505,436,430,107,7,8,3147,5703,7362,15261,14300,14491,13272,4631,908,131,76054,3684,1622,2810,2478,2989,5924,12617,9155,3843,45123,686,707,1235,1178,1188,1303,1210,941,500,8940,10076,9694,19302,17955,18668,20494,18454,10999,4472,130124
CED140,2430,2960,6026,7398,7950,6476,1549,182,13,34988,1562,670,1435,1759,1882,3963,7972,5554,2429,27225,142,175,381,434,371,410,502,573,650,3633,4136,3808,7848,9598,10200,10855,10015,6305,3093,65846,675,2285,6816,8502,9482,6666,1191,96,13,35720,2637,2371,3435,4520,4616,4517,1776,291,16,24183,832,880,1350,1224,1081,1134,392,53,10,6953,67,101,245,194,187,113,38,27,8,986,4215,5641,11849,14446,15365,12423,3398,460,41,67844,135,228,348,293,375,316,27,4,5,1733,383,154,142,183,162,206,75,13,0,1325,523,381,489,474,535,520,105,15,3,3051,4737,6023,12339,14924,15909,12947,3502,474,48,70892,3460,1364,2363,2675,3173,6814,14177,10345,3894,48268,317,351,843,818,817,844,907,946,963,6805,8514,7741,15546,18415,19900,20601,18589,11769,4904,125967
CED141,2736,3102,6736,7612,7928,6003,1222,104,8,35446,1276,600,1369,1413,1656,4055,8074,5697,2273,26405,135,158,347,328,281,310,415,477,354,2807,4144,3858,8448,9352,9862,10362,9706,6275,2632,64660,974,2914,7867,8866,9853,6475,873,50,0,37876,3103,2674,3938,4741,4485,4231,1423,207,10,24803,507,455,1062,854,738,858,247,30,8,4764,56,93,223,175,154,95,31,14,3,846,4653,6135,13085,14637,15232,11652,2569,307,20,68288,189,276,383,300,337,267,25,0,0,1778,503,176,203,171,172,204,54,5,0,1494,695,452,587,470,507,464,88,4,0,3271,5343,6593,13674,15107,15737,12118,2653,315,20,71553,3073,1151,2166,2234,2942,7069,14809,10516,3728,47684,303,325,746,697,666,654,752,814,552,5524,8720,8066,16592,18037,19352,19836,18216,11649,4300,124765
CED142,1179,7027,25253,13319,7015,4441,1335,157,19,59738,1432,3234,4784,2725,1866,2816,3851,2296,816,23827,182,790,2161,1080,602,479,371,264,159,6089,2788,11057,32205,17131,9484,7743,5557,2712,985,89657,130,5021,34093,21286,11466,6229,1312,114,10,79668,1023,4694,11090,5943,3276,2801,1418,265,14,30528,567,2025,4009,2058,924,683,243,36,7,10538,36,254,795,360,110,87,33,8,3,1691,1761,11988,49988,29640,15780,9802,3011,422,28,122423,35,480,1484,887,689,413,74,5,0,4072,262,925,1046,358,245,224,90,13,0,3146,296,1406,2536,1243,929,641,159,13,0,7221,2057,13396,52520,30887,16712,10441,3165,438,30,129644,2820,6271,8862,4712,3664,5443,7476,4431,1435,45103,347,1636,4704,2522,1537,1228,893,591,260,13715,5221,21303,66085,38113,21905,17105,11536,5460,1726,188461
CED143,1833,3068,9099,9451,9538,6166,1863,263,23,41295,2233,572,1009,1766,2097,2794,4820,4155,1840,21292,91,108,414,361,340,249,217,254,321,2360,4161,3746,10524,11576,11972,9210,6898,4672,2188,64948,291,2422,12239,12984,13242,7513,1571,152,12,50426,2005,2318,3352,4223,4577,4123,2155,532,55,23341,880,926,1176,1086,791,711,335,68,4,5982,32,74,246,212,166,99,39,18,0,893,3202,5751,17010,18508,18777,12446,4102,775,75,80638,36,140,321,321,416,291,37,3,0,1566,323,166,162,143,179,186,76,5,0,1239,358,307,479,459,596,480,118,9,0,2807,3564,6057,17491,18969,19370,12926,4216,780,75,83442,4766,1212,1637,2332,2916,4539,8224,7222,3068,35903,206,233,779,745,657,528,428,442,453,4475,8534,7500,19905,22047,22937,17994,12869,8447,3588,123828
CED144,1433,3788,8403,7135,6652,4581,920,60,5,32993,3381,1865,4506,4498,4132,5028,5990,3987,2032,35425,284,429,1068,903,716,589,428,402,393,5225,5102,6084,13979,12533,11507,10202,7345,4453,2431,73641,243,2403,9220,8335,7223,4697,919,42,0,33083,1338,2919,5173,4235,3610,2774,826,95,9,20975,729,1373,2451,2085,1895,1756,407,45,9,10744,56,253,616,396,269,192,52,4,0,1837,2368,6943,17466,15050,12991,9417,2202,189,14,66647,100,409,945,725,578,419,47,0,0,3226,397,493,514,333,271,292,60,4,0,2371,497,909,1457,1056,849,717,101,4,0,5589,2867,7854,18922,16105,13838,10136,2311,194,14,72239,7057,4105,8305,7732,7274,8874,11003,7521,3424,65302,610,965,2435,1957,1456,1237,864,746,586,10854,10532,12922,29658,25802,22568,20243,14172,8469,4030,148398
CED145,918,3083,13385,9365,7484,4866,1984,351,48,41482,2082,771,1526,1723,1909,2392,4161,3545,1586,19699,120,205,920,577,424,303,311,489,783,4133,3124,4052,15835,11670,9818,7561,6450,4388,2412,65315,142,2417,18032,13180,10419,6008,1805,257,24,52280,932,1925,4449,4051,3705,3288,2300,668,84,21401,549,763,1434,1100,697,570,308,95,12,5530,28,99,427,254,180,100,53,22,4,1174,1653,5203,24341,18584,14998,9970,4472,1039,122,80383,16,140,509,432,388,249,47,6,0,1780,168,202,306,162,143,162,78,12,0,1233,186,345,809,597,529,409,119,15,0,3012,1836,5551,25154,19178,15532,10379,4590,1053,126,83396,4229,1447,2520,2487,2805,3857,7014,6092,2621,33072,291,410,1839,1223,848,620,595,807,1161,7789,6356,7399,29509,22889,19184,14854,12206,7953,3903,124257
CED146,2256,4414,8783,8863,7886,4966,842,44,4,38060,4431,1984,4524,5096,4436,5621,5806,2971,1036,35910,363,325,864,888,649,525,428,378,353,4787,7047,6732,14177,14845,12970,11107,7078,3399,1394,78757,520,3430,9924,10902,9449,6251,1033,53,0,41568,2195,2835,4083,4619,3886,2826,713,69,5,21226,957,1508,2442,2082,1951,1605,387,36,4,10973,113,242,517,394,317,201,55,0,3,1845,3785,8014,16970,17994,15617,10883,2188,158,14,75612,219,570,805,634,576,405,51,0,0,3255,556,427,322,309,278,263,49,0,0,2216,775,1001,1124,939,860,668,102,5,0,5464,4558,9013,18090,18930,16473,11552,2290,157,14,81078,9280,4241,7289,8044,7482,9466,10666,5602,1722,63785,761,702,1673,1711,1256,1123,822,708,595,9345,14596,13950,27054,28678,25218,22144,13772,6466,2331,154210
CED147,2795,3520,7754,7980,8214,6014,1453,172,14,37913,2049,846,1868,1890,2316,4690,8239,5911,2166,29980,192,191,465,423,381,390,447,474,444,3419,5037,4560,10083,10295,10917,11092,10147,6556,2620,71307,1131,3333,8876,9487,9934,6790,1181,133,12,40861,2908,2460,4356,4840,4817,4290,1653,267,21,25613,765,783,1760,1211,1111,1063,361,43,7,7098,96,122,336,223,194,143,56,25,9,1198,4894,6703,15329,15754,16053,12279,3258,464,39,74778,225,347,435,298,312,216,31,4,0,1868,432,197,198,187,158,173,42,6,5,1394,654,549,633,480,473,390,76,12,5,3263,5550,7253,15956,16238,16524,12669,3333,478,41,78038,4306,1628,2775,2875,3745,7789,14905,10773,3665,52470,412,413,880,880,838,779,841,893,791,6724,10265,9290,19618,19998,21099,21244,19079,12146,4497,137237
CED194,95,154,428,259,226,183,41,0,0,1382,105,130,265,203,242,371,298,88,19,1722,87,134,331,282,204,147,61,21,7,1273,279,418,1022,749,666,698,404,104,32,4381,31,112,408,278,214,148,25,4,0,1229,66,97,287,141,133,136,50,0,0,910,17,24,91,51,49,39,5,0,0,284,6,10,23,15,18,9,6,5,0,87,123,245,809,492,412,338,86,6,0,2511,22,50,98,111,85,47,8,0,0,419,26,41,48,35,32,36,7,0,0,224,46,86,148,147,116,80,18,4,0,647,169,336,963,640,530,423,103,8,0,3161,186,224,484,446,514,772,759,216,33,3630,175,266,745,770,637,460,190,58,18,3319,532,829,2187,1859,1678,1648,1055,277,49,10112
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,2502,3803,8317,9135,9026,6845,1504,98,3,41227,1855,666,1543,1929,1925,3603,6711,4444,1927,24592,118,156,336,343,247,240,261,304,272,2296,4472,4627,10190,11402,11196,10687,8477,4851,2203,68114,520,3339,11195,12264,11689,8572,1527,79,6,49186,3121,3466,4117,5108,5111,4591,1771,202,7,27487,398,392,911,714,537,564,227,21,0,3778,47,123,271,242,200,139,51,7,5,1081,4084,7322,16499,18322,17536,13869,3577,310,12,81521,95,286,425,325,330,303,33,0,0,1799,705,314,223,246,194,211,73,3,0,1978,801,602,646,577,520,515,109,8,0,3777,4887,7923,17147,18894,18057,14385,3690,316,13,85303,4195,1432,2343,2690,2939,5658,11826,8056,3106,42245,242,310,737,693,559,482,482,524,414,4445,9314,9661,20219,22280,21548,20530,15998,8898,3540,131987
CED202,2547,3358,7350,7569,7818,6220,1429,136,17,36441,1668,717,1646,1707,1871,3507,7149,4227,1848,24333,237,238,527,468,472,455,469,425,374,3663,4447,4314,9530,9741,10156,10173,9040,4783,2237,64432,897,3039,8937,8940,9661,6671,1247,131,13,39543,2996,2808,4426,4815,4604,4581,1779,233,20,26267,425,388,949,645,561,804,271,40,5,4083,103,117,244,164,210,138,69,25,9,1083,4427,6350,14564,14564,15040,12195,3361,428,44,70971,140,252,446,316,306,254,28,0,0,1742,444,207,255,206,182,190,67,7,0,1549,584,459,697,522,488,440,93,6,0,3292,5015,6809,15262,15082,15529,12635,3456,434,48,74265,3638,1316,2561,2560,3094,5921,12954,7789,2935,42765,458,506,1064,914,1006,946,960,763,562,7178,9108,8630,18890,18557,19622,19499,17372,8981,3545,124204
CED203,2486,3150,7223,7429,7660,6508,1590,147,14,36220,1505,742,1669,1590,1717,3570,7402,4678,2045,24924,215,210,539,502,508,524,480,461,400,3839,4209,4100,9431,9522,9882,10611,9476,5283,2462,64985,779,3026,8666,8557,9339,6577,1275,126,7,38357,3064,2545,4266,4903,4570,4910,1968,272,21,26527,361,349,914,645,564,858,290,31,0,4006,90,124,229,194,185,160,60,35,9,1097,4299,6039,14080,14308,14662,12502,3599,460,39,69986,122,226,339,251,256,215,35,0,0,1443,469,185,221,147,174,228,71,7,0,1504,590,418,564,401,431,444,107,7,3,2949,4883,6462,14637,14709,15089,12943,3701,465,42,72938,3191,1389,2666,2541,2960,6108,13661,8763,3407,44675,434,436,1071,1005,1072,1067,986,811,611,7495,8508,8279,18378,18254,19119,20117,18353,10043,4060,125110
CED204,2412,4155,8660,8451,7935,5888,1209,86,0,38806,2675,1283,3175,3233,2992,4484,6281,3821,1789,29737,249,309,821,672,589,461,408,331,209,4063,5335,5754,12655,12359,11519,10833,7902,4243,2004,72599,580,3712,12057,11772,10806,7879,1418,85,5,48308,2784,3850,5273,5274,4683,4033,1371,146,6,27422,304,403,827,607,513,499,185,22,3,3365,53,225,551,386,282,181,48,19,0,1751,3721,8188,18705,18036,16294,12600,3021,272,14,80845,154,467,818,567,503,397,43,0,0,2958,897,457,388,323,265,260,70,6,0,2675,1058,922,1206,894,770,655,114,8,0,5631,4778,9113,19909,18935,17065,13252,3136,278,14,86477,5745,2395,4645,4588,4666,7086,11439,7157,2877,50590,550,720,1934,1473,1209,974,750,616,324,8556,11078,12226,26482,25001,22936,21311,15323,8050,3212,145620
CED205,2212,4420,10240,8909,6277,3873,602,30,0,36556,3379,1654,5068,4870,4090,4603,4651,2381,799,31493,278,352,992,879,579,454,284,193,101,4103,5868,6423,16294,14649,10941,8934,5535,2609,901,72154,506,3468,13275,12517,8215,5418,773,27,0,44197,2448,4049,6232,5755,4025,2735,661,56,0,25962,285,433,1072,698,422,400,101,11,0,3422,100,278,743,522,305,174,31,3,0,2155,3339,8226,21324,19488,12966,8722,1570,95,5,75741,239,661,1098,802,626,324,23,0,0,3776,949,508,565,504,343,247,38,4,0,3159,1188,1168,1662,1302,971,572,58,4,0,6928,4527,9395,22990,20793,13932,9301,1626,103,5,82668,6856,3135,7167,7128,6330,7708,8505,4486,1323,52643,636,814,2083,1806,1187,906,527,364,155,8483,12026,13349,32238,29729,21444,17912,10657,4948,1482,143794
CED206,2695,3560,7915,8531,8983,6889,1701,148,9,40429,1724,534,1460,1719,1749,3306,6632,4068,1477,22666,157,134,352,357,395,350,316,228,110,2401,4578,4227,9727,10610,11120,10537,8648,4451,1599,65494,906,3380,10364,10493,11435,7906,1613,101,10,46211,3072,2923,4183,5446,5294,5153,2054,300,12,28428,550,444,1089,799,722,820,295,55,0,4775,83,145,280,239,236,139,58,17,7,1204,4611,6890,15912,16977,17690,14016,4026,473,26,80620,112,252,284,231,257,242,31,0,0,1399,586,199,181,186,176,183,55,4,0,1568,692,445,465,415,433,416,86,6,3,2969,5305,7341,16373,17396,18124,14436,4109,479,30,83584,3925,1087,2147,2434,2749,5332,11780,7667,2474,39594,339,329,748,733,839,722,599,476,195,4977,9563,8754,19271,20562,21712,20483,16491,8622,2699,128156
CED207,2532,5187,9632,9772,9323,6083,1536,204,12,44281,2880,1624,2024,2317,2598,3939,7023,6465,3410,32283,155,361,660,415,378,315,297,334,396,3308,5557,7176,12312,12505,12293,10334,8859,6996,3826,79864,237,3143,12511,13059,12225,7728,1425,142,6,50490,3101,5816,5875,5237,5246,4164,1833,353,24,31648,450,648,864,665,458,451,213,30,7,3793,41,195,418,266,182,107,30,21,10,1278,3834,9794,19667,19228,18112,12454,3504,549,46,87202,66,373,728,480,424,314,49,0,0,2435,893,771,470,285,303,259,82,6,0,3070,950,1147,1196,773,730,575,130,8,0,5501,4784,10943,20864,20001,18845,13028,3635,559,46,92710,6218,3678,3668,3348,3832,6235,12125,11346,5757,56200,320,845,1524,910,758,588,555,596,600,6691,11321,15469,26052,24258,23436,19846,16313,12503,6401,155599
