CED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
CED129,0,0,0,8,10,28,79,62,23,209,0,0,0,23,10,26,30,12,4,107,0,0,3,47,35,19,22,9,0,133,0,7,28,257,26,16,5,0,0,339,0,0,13,17,14,11,27,34,14,134,10,91,162,315,178,188,99,49,12,1109,0,0,5,9,4,6,10,0,0,29,7,127,53,464,111,59,29,14,0,868,0,0,5,9,16,13,9,3,0,53,8,54,104,737,384,395,309,62,27,2074,0,12,3,65,37,69,68,19,4,277,0,4,0,8,7,7,4,0,0,21,0,11,12,34,42,53,51,54,16,271,4,67,65,76,63,56,47,16,10,403,16,152,176,468,302,172,88,42,14,1430,4,45,107,495,343,311,166,85,22,1577,0,18,5,127,47,39,53,14,0,305,0,17,26,181,67,28,19,0,0,339,0,0,4,45,74,36,19,11,4,193,15,87,121,146,45,33,19,9,0,473
CED130,0,0,0,0,0,0,10,10,0,19,0,0,0,0,0,0,4,0,0,9,0,0,4,17,6,6,0,0,0,39,0,9,30,247,3,0,0,0,0,296,0,0,4,12,8,15,46,36,8,134,8,24,43,164,141,127,133,46,19,703,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,42,0,6,0,8,18,14,5,0,0,46,4,43,61,263,99,78,51,6,0,610,0,0,0,3,0,4,8,3,0,19,0,0,0,6,0,0,0,0,0,6,0,4,5,23,19,29,42,32,13,172,0,5,6,3,3,4,8,0,0,34,0,13,22,64,42,24,25,5,0,196,3,11,7,34,13,9,3,0,0,82,0,5,3,97,0,0,0,0,0,116,0,12,10,60,26,11,0,0,0,119,0,0,0,4,0,0,0,0,0,7,3,12,23,94,31,42,40,18,6,266
CED131,0,0,0,0,0,9,7,0,0,17,0,0,0,4,3,7,4,3,0,23,0,0,6,16,0,0,4,0,0,32,0,8,41,158,5,3,0,0,0,211,0,0,8,18,18,16,25,22,9,110,10,45,77,246,179,160,101,46,5,875,0,0,5,26,30,76,89,63,35,324,3,20,14,79,4,3,6,0,0,128,0,0,3,14,26,13,4,0,0,68,0,26,64,263,115,126,90,28,5,721,0,0,0,25,18,16,31,32,19,144,0,0,0,4,3,6,3,0,0,18,0,11,17,53,38,48,68,43,18,292,0,6,25,33,15,15,3,4,0,95,3,14,23,135,54,40,28,11,6,327,0,3,12,55,24,11,5,5,0,117,0,0,4,33,8,0,4,0,0,53,0,9,27,129,54,20,9,3,0,256,0,0,5,4,0,10,0,3,0,14,20,36,46,167,46,49,23,13,0,390
CED132,0,0,0,8,0,6,14,8,3,38,0,0,4,24,10,3,3,4,0,43,0,0,3,24,10,4,6,11,0,55,0,8,103,232,10,3,0,0,0,349,0,9,6,43,21,15,24,25,16,161,5,49,96,473,361,302,225,93,25,1639,0,0,3,17,8,14,7,14,9,71,0,9,8,75,17,12,11,0,4,134,0,0,3,14,47,45,22,25,12,167,9,35,82,680,181,128,116,30,10,1269,0,9,10,170,38,45,53,22,15,361,0,0,0,0,0,0,0,0,0,3,0,7,6,96,57,62,50,32,18,334,15,79,55,167,80,61,54,33,11,558,18,39,53,425,202,138,144,60,37,1112,0,7,8,135,45,40,33,17,8,292,8,25,19,329,117,58,80,11,5,636,0,24,51,480,110,53,33,8,0,762,4,11,0,62,16,15,8,6,10,132,31,121,102,336,144,104,71,32,12,957
CED133,0,0,0,0,0,7,11,9,0,30,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,9,0,4,7,35,0,0,0,0,0,46,0,4,7,25,31,41,70,47,9,236,6,25,38,197,203,269,230,94,18,1093,0,0,0,0,0,0,0,0,0,0,0,5,5,12,0,0,4,0,0,27,0,0,10,13,22,32,25,0,3,111,4,36,30,222,97,123,72,12,0,585,0,0,0,15,4,5,8,7,4,46,0,0,0,3,0,3,0,0,0,13,0,4,11,17,24,52,71,43,7,231,0,0,6,5,14,7,3,0,0,34,0,17,23,77,77,31,46,27,7,304,0,0,0,19,5,4,7,0,0,37,0,4,0,72,4,4,0,0,0,88,0,14,6,76,56,33,10,0,0,201,0,0,0,0,0,0,0,0,0,3,4,15,19,82,36,46,67,22,4,291
CED134,0,0,0,0,0,4,6,9,0,21,0,0,0,4,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,12,0,12,24,351,4,0,0,0,0,398,0,0,0,10,8,15,41,25,3,99,6,13,22,141,90,95,85,25,9,480,0,0,0,0,0,0,4,0,0,5,0,7,6,63,6,0,0,0,0,80,0,0,3,11,17,6,3,0,0,47,11,40,49,276,107,68,53,22,4,616,0,0,0,11,0,6,0,0,0,23,0,0,0,3,0,0,0,0,0,4,0,0,5,16,9,22,26,17,0,96,0,9,0,0,0,4,0,0,0,14,0,22,22,80,31,20,12,6,3,196,0,18,11,58,16,11,3,7,0,124,0,6,0,40,0,0,0,0,0,41,0,11,4,56,25,12,4,0,0,106,0,0,0,0,0,0,0,0,0,0,0,6,8,38,18,24,22,12,3,136
CED135,0,0,0,0,5,20,54,70,26,177,0,3,10,39,15,9,19,11,8,105,0,0,11,75,46,30,33,8,6,196,5,20,1038,1725,74,34,13,0,0,2913,0,0,0,3,0,10,8,17,4,50,20,80,161,402,192,152,79,30,7,1124,0,0,0,15,9,5,11,3,3,45,17,180,121,715,60,41,17,3,0,1153,0,3,6,11,14,9,0,0,0,45,7,88,187,1194,405,376,256,84,14,2615,0,4,9,45,23,44,56,17,14,203,0,3,0,23,20,22,12,5,0,96,0,0,4,14,12,24,20,28,11,109,6,28,33,74,35,50,34,7,4,268,4,6,29,94,41,32,25,14,6,253,10,40,116,607,304,294,182,103,37,1692,4,9,13,210,58,43,37,4,0,377,3,14,26,309,76,55,31,6,0,515,7,0,10,136,146,138,99,43,7,594,10,66,32,82,13,12,12,3,0,221
CED136,0,0,0,0,0,12,32,20,4,72,0,0,4,7,0,9,4,3,0,32,0,0,0,0,0,5,0,0,0,6,0,3,13,71,0,0,0,0,0,83,0,0,4,8,10,22,63,67,16,180,4,37,49,223,207,191,160,68,16,954,0,0,0,0,5,13,4,0,0,20,0,8,3,27,7,12,4,0,0,54,0,0,4,3,12,10,8,0,0,43,0,34,49,273,117,138,81,23,5,725,0,0,0,15,7,12,20,8,13,68,0,0,0,11,9,8,3,0,0,36,0,5,3,35,22,71,83,69,21,309,0,7,0,9,6,8,4,0,0,43,4,23,24,99,83,34,36,17,7,329,0,5,3,35,6,0,5,0,0,56,0,0,0,53,9,0,0,0,0,65,3,16,18,122,66,23,9,0,0,266,0,0,0,5,0,5,3,0,0,12,4,17,22,85,27,34,28,8,0,224
CED137,0,0,0,0,5,10,40,28,18,101,0,0,3,34,14,18,14,10,3,95,0,0,21,57,42,44,23,18,3,198,0,14,1620,1662,26,12,0,0,0,3333,0,3,9,18,8,11,15,5,0,74,7,41,122,340,199,168,110,57,14,1054,0,0,0,13,10,12,5,8,0,53,3,32,29,242,48,19,17,5,0,389,0,0,5,7,20,9,17,5,0,65,3,40,125,999,244,181,171,33,17,1802,0,3,0,81,26,24,43,15,19,211,0,0,8,11,8,8,7,0,0,38,3,0,7,36,32,37,30,26,7,183,6,38,47,145,38,43,41,22,5,383,5,16,32,165,89,66,41,16,7,426,3,26,52,291,145,228,163,86,57,1039,3,11,43,547,59,53,40,8,4,762,4,13,56,615,125,33,19,3,0,870,0,9,8,98,90,94,47,35,9,385,16,59,50,144,40,34,33,12,3,385
CED138,0,0,0,3,0,6,30,14,6,65,0,0,0,8,0,3,8,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,38,0,0,0,0,0,40,4,3,8,69,33,39,80,56,22,318,9,66,87,525,372,446,410,178,61,2155,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,0,3,0,26,42,37,20,4,0,126,6,38,28,236,100,104,71,24,3,605,0,0,0,33,14,9,9,3,3,82,0,0,4,7,4,6,0,0,0,15,0,4,8,49,32,68,84,80,49,383,0,8,3,10,16,16,13,5,0,67,0,14,16,141,84,70,66,33,11,442,0,0,0,18,5,12,8,5,0,46,0,0,3,17,0,5,3,0,0,30,0,14,23,135,88,42,17,0,0,329,0,0,0,0,3,0,0,0,0,12,15,34,45,215,78,88,89,22,14,592
CED139,0,0,0,0,0,3,13,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,5,72,23,0,4,0,0,110,0,6,18,93,7,0,3,0,0,130,0,0,0,12,3,22,48,32,8,131,4,33,27,129,94,128,93,28,10,550,0,0,0,0,0,0,0,0,0,6,0,9,4,38,3,0,0,0,0,61,0,3,7,15,3,11,6,0,0,48,0,49,49,230,76,73,56,3,0,546,0,0,0,6,0,0,7,3,0,20,0,0,3,0,0,0,0,0,0,6,0,4,6,8,14,33,35,29,4,134,0,4,4,10,6,5,5,0,0,38,0,9,30,57,42,20,19,6,0,190,0,4,0,56,13,8,3,3,0,89,0,0,0,41,0,0,0,0,0,44,0,5,8,61,31,21,0,0,0,126,7,4,0,0,3,0,3,0,0,16,0,6,19,52,27,21,29,10,3,157
CED140,0,0,0,0,0,16,47,33,10,104,0,0,3,7,4,11,11,8,0,49,0,0,0,4,3,4,7,4,5,24,0,6,24,130,0,0,0,0,0,159,0,3,3,25,28,26,67,65,33,247,3,44,68,304,259,291,243,106,45,1367,0,0,0,0,0,5,0,0,0,8,0,8,0,25,0,6,0,0,0,40,0,0,4,25,31,24,16,0,0,98,3,26,38,302,140,163,91,21,6,797,0,0,0,43,21,16,25,11,5,133,0,0,0,0,3,6,0,4,0,11,3,7,19,54,61,77,91,83,43,438,0,10,4,26,14,14,13,0,0,80,3,31,43,186,148,103,86,46,14,658,0,4,3,23,18,13,14,3,0,76,0,3,0,23,10,5,0,0,0,47,0,16,16,171,91,39,10,3,0,344,0,0,0,9,6,7,9,4,0,38,0,22,41,124,59,52,46,15,0,369
CED141,0,0,0,3,3,9,40,23,8,83,0,0,0,3,3,0,3,0,0,13,0,0,0,7,0,0,0,0,0,14,0,0,3,45,0,0,0,0,0,50,0,0,3,16,11,17,56,58,10,174,0,18,34,199,184,157,141,68,16,819,0,0,0,6,12,20,45,15,11,112,0,3,0,12,0,0,3,4,0,19,0,0,0,9,17,12,8,3,0,47,0,23,18,175,74,96,64,14,3,467,0,0,0,17,9,16,21,14,12,94,0,0,0,3,3,7,8,0,0,27,0,5,13,30,42,63,91,73,22,330,0,0,0,12,12,13,3,3,0,45,0,22,24,110,43,57,38,16,6,316,0,0,0,19,3,7,5,0,4,43,0,4,0,18,0,0,0,0,0,23,0,13,8,102,45,14,6,0,0,188,0,0,0,3,3,3,0,0,0,13,3,26,24,88,28,37,23,7,5,239
CED142,0,0,0,9,0,6,16,20,4,54,0,0,5,38,7,8,6,4,4,70,0,0,46,54,14,8,8,0,0,135,0,0,68,77,3,0,4,0,0,150,0,7,14,117,18,13,15,11,4,190,10,17,259,1029,383,349,173,76,13,2301,0,0,4,33,8,15,15,10,4,85,3,0,8,61,7,4,0,0,0,95,0,0,5,22,25,17,10,0,0,81,0,17,95,800,161,104,88,23,7,1289,0,3,10,233,30,28,51,24,8,388,0,0,0,7,3,0,0,0,0,15,0,5,28,219,54,55,44,22,3,431,9,13,100,297,59,40,38,8,4,566,0,4,85,325,79,54,50,14,0,611,0,3,24,140,29,13,15,5,0,221,0,14,63,466,58,36,29,11,0,667,10,35,244,3096,299,89,29,6,0,3808,0,9,8,133,34,34,15,5,0,240,36,50,151,746,137,97,54,26,6,1295
CED143,0,0,0,7,5,3,14,5,0,29,0,0,0,11,7,7,9,0,0,25,0,0,0,3,0,8,0,0,0,12,0,3,54,108,6,0,0,0,0,170,3,32,15,122,58,36,33,40,13,342,8,58,99,538,437,367,228,110,39,1868,0,0,3,11,12,3,15,8,0,48,0,0,0,18,3,0,3,0,0,25,0,0,0,13,58,21,19,0,3,109,0,14,28,284,110,82,83,13,7,629,0,3,3,161,32,34,31,11,15,296,0,0,0,3,3,8,0,3,0,17,3,17,30,145,124,120,64,60,22,585,10,79,50,70,39,32,23,3,3,309,6,62,60,474,307,167,123,54,13,1275,0,0,0,26,27,22,15,12,0,106,0,8,11,61,23,22,18,3,0,148,4,12,33,182,91,48,17,6,0,388,0,7,0,32,27,18,9,8,3,106,44,164,116,524,200,150,70,28,0,1301
CED144,0,0,0,0,8,15,28,37,13,95,0,0,0,23,23,28,30,29,13,146,0,15,51,169,61,41,20,7,3,369,3,24,489,993,46,29,3,4,0,1594,0,0,0,4,0,0,8,9,0,33,9,44,125,291,148,126,73,25,6,846,0,0,0,19,22,29,33,23,4,139,17,137,119,628,161,50,16,0,0,1123,0,0,3,6,12,9,8,11,4,48,0,35,102,720,298,325,211,50,13,1758,0,0,0,25,20,19,32,27,9,124,0,0,9,17,28,23,18,6,0,100,0,0,0,5,7,12,15,17,8,70,0,5,20,43,19,31,24,12,4,156,0,10,13,57,33,29,14,16,0,171,0,8,3,76,35,68,69,25,16,300,0,0,3,89,28,30,11,10,3,171,0,15,19,349,109,78,38,4,0,612,0,8,3,44,57,37,37,19,11,208,0,18,26,59,24,10,3,8,0,153
CED145,0,0,0,3,4,6,13,16,4,54,0,0,0,9,3,12,4,5,0,34,0,0,0,6,0,0,4,6,3,22,0,0,9,21,3,0,0,0,0,34,0,9,8,105,20,9,20,19,14,214,10,20,115,719,329,295,232,126,39,1874,0,0,0,9,8,8,7,0,0,31,0,0,5,14,0,6,0,0,0,26,0,0,0,8,22,20,6,0,0,67,4,3,31,320,101,92,43,16,4,620,0,0,3,118,49,27,75,45,50,369,0,0,0,0,0,0,3,0,0,9,0,0,17,155,50,48,40,31,21,358,7,68,38,81,33,37,41,21,3,340,3,42,135,813,577,531,430,259,134,2916,0,0,0,30,17,11,6,6,3,75,0,8,0,66,17,12,17,0,0,114,0,13,23,195,56,35,13,6,0,345,0,6,3,48,21,4,4,9,3,93,57,175,124,644,149,100,68,31,12,1364
CED146,0,0,0,4,6,43,99,84,19,264,0,0,3,36,27,34,51,31,15,191,0,0,0,19,14,15,13,0,0,60,0,29,106,1012,59,33,16,0,0,1256,0,3,0,3,3,3,17,16,4,47,16,239,385,688,227,151,59,21,6,1797,0,4,4,99,92,112,118,39,9,482,5,97,98,440,153,60,19,0,0,879,0,0,0,5,3,3,3,0,0,19,5,40,119,780,418,562,361,75,23,2378,0,0,3,46,45,78,79,33,15,300,0,46,75,183,179,174,78,27,6,769,0,0,0,11,13,35,38,28,17,142,0,13,11,27,13,16,14,0,0,89,0,4,10,59,51,42,28,20,8,222,0,4,8,69,48,48,37,16,7,245,0,0,0,31,13,5,4,0,0,63,0,6,21,272,85,70,38,4,3,513,0,15,20,117,104,64,39,20,5,374,3,28,32,53,8,7,9,0,0,146
CED147,0,0,0,0,8,26,93,53,13,195,0,0,0,4,4,9,4,0,0,22,0,0,7,18,4,6,0,0,0,33,6,7,14,185,0,9,4,0,0,214,0,0,4,20,9,21,107,83,31,272,8,24,53,228,170,189,170,87,17,941,0,5,7,84,128,227,274,118,29,875,0,0,4,38,3,8,7,0,0,63,0,4,0,8,10,16,9,0,0,47,3,33,36,286,125,133,101,22,3,744,0,0,3,23,17,17,50,26,13,153,0,0,0,3,0,6,0,0,0,12,0,6,9,24,50,151,171,131,52,595,0,7,8,18,11,9,9,3,0,60,3,17,21,97,63,39,45,30,8,320,0,3,4,25,17,8,8,4,5,75,0,4,3,25,7,7,3,0,0,49,0,22,24,142,61,42,16,3,0,311,0,0,0,35,53,30,19,23,0,158,0,15,19,81,38,37,28,19,6,250
CED194,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,7,0,3,5,0,0,17,0,0,3,29,16,29,15,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,11,0,0,3,19,0,5,3,0,0,32,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,5,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,3,10,4,5,3,0,0,28,0,0,0,8,0,0,0,0,0,7,0,0,0,30,0,0,0,0,0,34,0,0,0,6,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,16,5,0,0,0,0,30
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,0,0,0,0,0,22,31,18,7,89,0,0,10,30,20,56,52,23,3,197,0,0,19,40,17,13,7,0,0,94,0,3,12,69,19,6,6,0,0,112,0,0,4,11,18,33,120,108,58,354,3,61,112,285,194,157,102,44,7,979,0,0,0,4,8,3,7,5,0,32,0,11,10,82,17,12,8,3,0,154,0,0,0,17,24,12,3,0,0,51,8,30,72,365,183,150,115,38,9,959,0,4,3,42,42,57,79,16,33,284,0,0,0,10,5,3,6,0,0,35,0,0,7,33,29,82,94,62,27,338,0,35,79,157,91,87,70,16,7,546,3,15,41,148,103,90,93,40,13,547,0,67,128,637,335,355,247,94,36,1894,0,9,6,113,26,29,19,8,0,211,7,12,25,160,76,34,9,4,0,328,0,0,0,7,12,18,17,7,0,63,3,27,27,96,21,27,14,9,3,228
CED202,0,0,0,0,0,19,32,13,5,69,0,0,0,11,0,6,6,0,0,19,0,0,0,8,3,0,4,0,0,8,0,0,41,76,0,0,0,0,0,114,0,0,0,18,16,33,146,123,43,380,3,37,41,215,129,153,128,34,13,744,0,0,0,0,0,10,7,0,0,12,0,0,10,50,4,0,0,0,0,75,0,0,0,8,20,0,0,0,0,31,5,21,33,218,62,64,39,10,0,458,0,0,0,20,3,10,6,8,0,54,0,0,0,4,0,3,3,4,0,12,0,7,9,32,30,49,80,66,16,292,0,3,11,11,17,3,6,0,0,51,3,13,15,56,41,27,19,6,0,179,0,7,15,68,15,12,3,5,4,135,0,0,0,32,7,0,0,0,0,39,0,8,13,70,31,17,0,0,0,144,0,0,0,3,4,0,0,0,0,10,0,15,24,71,38,39,41,10,0,234
CED203,0,0,0,0,0,5,17,9,8,37,0,0,0,12,3,3,5,3,0,21,0,9,29,227,64,41,28,12,3,411,0,0,7,51,0,0,0,0,0,62,0,3,0,13,16,21,72,53,15,188,3,26,38,169,130,164,91,48,4,667,0,0,0,4,0,5,9,0,0,13,0,3,3,35,5,0,0,0,0,51,0,0,3,16,30,16,3,0,0,63,4,19,39,229,89,59,43,8,0,487,0,0,0,6,7,3,10,4,0,29,0,0,0,0,0,0,0,0,0,0,0,5,6,13,31,53,60,49,17,226,0,0,4,11,0,5,7,0,0,31,0,10,30,68,41,26,15,12,0,203,0,12,13,67,18,16,16,5,8,143,0,0,0,58,0,0,0,3,0,63,3,97,157,148,18,17,3,0,0,445,0,0,0,0,0,0,0,3,0,13,4,14,24,54,33,26,26,12,0,189
CED204,0,0,0,4,4,15,46,34,18,117,0,0,19,121,81,165,160,105,61,717,0,3,9,53,23,9,16,0,0,115,0,0,12,55,3,5,0,0,0,75,0,0,3,8,15,28,96,110,68,323,15,152,258,461,210,174,92,23,7,1395,0,0,7,40,30,60,53,30,3,226,24,199,265,586,98,50,31,4,0,1254,0,0,0,9,3,0,0,0,0,17,4,70,109,561,242,277,158,48,16,1491,0,0,5,75,75,174,166,74,43,618,0,12,33,61,68,57,22,10,0,267,0,0,9,14,39,82,92,77,43,354,0,29,30,81,38,43,34,6,3,270,0,12,23,118,114,96,88,43,16,509,16,139,288,1602,616,594,420,182,78,3928,0,6,5,94,8,7,6,3,0,129,3,16,33,183,62,24,10,0,0,328,3,7,5,36,87,76,59,27,11,306,4,20,34,51,13,14,10,3,3,141
CED205,0,0,0,14,16,67,174,116,30,412,0,0,7,40,11,19,14,4,4,97,0,3,7,12,9,3,4,4,0,44,4,48,176,837,29,16,11,0,0,1121,0,0,4,7,0,10,20,4,4,49,44,255,322,534,144,92,34,14,0,1433,0,0,6,46,30,49,32,13,6,185,33,223,135,929,132,33,22,3,0,1509,0,4,4,10,8,0,5,0,0,25,10,53,138,699,313,293,152,33,8,1708,0,0,0,24,19,34,30,12,3,133,0,35,67,145,135,108,43,7,0,554,0,0,0,10,14,34,40,19,12,126,0,22,27,63,35,31,13,0,0,204,0,7,11,41,20,16,11,6,0,109,5,77,146,714,353,240,88,48,17,1706,0,0,0,36,6,5,0,0,0,56,0,14,26,182,51,35,4,3,0,317,12,73,110,849,1005,835,485,210,44,3625,5,25,27,46,11,8,5,0,0,130
CED206,0,0,0,0,0,9,17,13,5,46,0,3,0,13,7,18,8,4,0,51,4,31,142,303,75,33,20,3,0,622,0,5,0,25,3,0,0,0,0,41,0,3,7,41,45,66,260,191,89,704,0,36,51,285,191,208,117,31,10,927,0,0,0,4,0,11,6,4,0,27,0,4,0,14,0,4,0,0,0,21,0,4,0,12,17,10,3,0,0,47,6,17,20,152,80,66,45,15,6,394,0,0,4,39,19,29,50,20,7,167,0,0,0,4,0,3,3,0,0,7,0,8,12,51,42,95,113,85,29,436,0,8,6,27,20,15,10,0,0,89,0,10,38,137,118,68,60,25,7,471,0,8,3,87,23,38,34,8,10,216,0,0,0,25,9,12,0,0,0,36,0,9,40,132,38,15,5,0,0,241,0,0,0,3,9,3,0,0,0,18,0,16,21,97,61,38,43,16,0,297
CED207,0,0,0,0,0,4,24,28,5,61,0,5,10,57,22,47,28,15,9,200,0,5,7,21,12,10,8,3,6,66,0,3,50,90,11,5,3,0,0,158,0,3,16,10,12,13,30,48,36,161,12,104,148,210,143,118,99,40,25,898,0,0,0,5,0,12,11,4,10,45,0,28,36,139,15,14,3,0,0,237,0,0,7,0,12,10,0,0,0,34,3,33,83,408,103,118,69,20,3,838,0,4,0,41,27,79,67,41,38,302,0,0,0,5,3,4,4,0,0,8,0,0,6,11,25,30,54,80,32,251,10,96,189,211,144,113,93,35,5,895,0,37,57,143,107,68,64,31,13,517,7,141,403,1079,505,438,340,170,69,3148,0,12,30,281,95,60,68,5,3,560,3,12,44,199,87,32,21,14,3,424,0,0,0,18,29,32,29,19,15,150,13,71,54,82,34,33,23,13,0,318
