CED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
CED129,0,3,9,101,63,49,24,13,4,265,5550,12279,9139,10688,6029,3887,2929,1980,545,53025,0,14,8,155,54,52,41,3,0,330,0,0,0,19,15,21,4,3,0,61,0,10,10,49,12,10,4,3,0,98,0,0,0,12,12,9,9,0,0,40,0,18,24,49,24,26,10,0,0,155,0,3,10,30,50,36,15,18,0,167,15,286,217,2475,777,804,658,196,77,5491,0,0,0,20,31,48,50,56,13,214,0,89,22,186,60,68,82,38,10,557,14,142,179,422,442,459,345,256,85,2354,0,6,19,151,123,96,69,27,7,494,0,3,4,28,17,14,4,3,0,73,0,8,19,43,36,27,56,70,6,266,0,0,6,13,9,26,45,39,21,159,9,46,58,334,114,248,210,31,8,1065,44,547,396,3185,1171,544,398,191,43,6517,3,12,46,204,92,47,68,32,12,504,0,88,108,727,294,179,112,28,12,1548
CED130,0,0,0,4,0,0,0,0,0,4,4237,9298,7950,13191,7525,8457,7734,4239,1196,63836,0,11,6,55,3,0,0,0,0,78,0,0,0,0,0,3,0,0,0,10,0,0,11,27,6,3,0,0,0,45,0,5,0,3,0,0,0,0,0,9,4,5,3,29,10,6,11,5,0,82,0,0,0,4,0,4,0,0,0,9,0,31,6,168,30,27,18,0,0,279,0,0,0,3,0,0,6,5,0,18,0,0,5,15,0,0,0,0,0,34,0,29,40,108,132,248,324,245,73,1203,0,3,12,108,18,6,0,0,0,158,0,3,3,11,3,3,10,8,0,41,0,7,3,3,14,24,47,44,7,153,0,0,4,3,0,6,4,4,0,15,0,0,0,20,4,9,0,0,0,33,12,26,34,361,28,19,13,6,3,510,0,0,9,18,5,7,5,4,3,46,0,0,0,25,13,0,0,0,0,44
CED131,3,31,22,79,12,8,0,0,0,150,4213,8476,9948,18402,7976,7451,5600,2775,970,65812,3,17,11,100,17,10,3,0,0,154,0,0,0,19,8,13,20,13,0,78,0,4,5,79,10,0,0,0,0,96,0,3,5,11,5,3,0,0,0,28,4,8,26,49,44,36,10,6,0,180,0,0,0,17,8,4,7,0,0,34,3,18,94,351,69,46,41,3,9,644,0,0,0,9,8,26,11,28,4,85,4,6,3,19,3,3,11,10,3,58,17,94,126,459,290,361,270,171,65,1862,0,0,5,24,12,10,14,7,0,68,0,3,7,35,11,11,3,4,0,71,0,4,5,45,25,23,84,47,15,248,0,0,0,5,5,21,37,50,32,154,0,3,33,46,7,20,17,0,0,134,9,53,117,555,127,38,25,18,0,943,3,7,21,62,23,12,3,4,0,135,0,8,11,92,17,3,0,0,0,129
CED132,0,0,0,8,4,4,3,3,0,24,4138,7711,6345,12455,5488,4386,3271,1956,609,46369,0,0,7,65,12,13,8,0,0,99,0,0,0,14,3,4,0,0,0,28,4,23,14,319,25,5,7,0,0,397,0,4,4,5,13,7,5,3,0,38,3,20,20,141,81,59,32,17,0,366,0,3,9,46,17,12,9,10,0,101,16,228,315,1708,446,603,425,210,116,4062,0,0,0,17,9,38,47,45,30,177,0,4,3,46,13,26,43,36,17,191,34,217,261,1244,917,721,542,343,99,4385,0,0,3,47,33,24,14,8,0,137,0,12,18,203,46,22,24,16,3,348,4,11,4,110,60,42,40,46,24,341,0,0,3,13,12,23,41,51,22,166,22,147,114,524,261,236,244,81,14,1645,25,182,81,1471,274,96,78,53,5,2259,4,9,32,219,59,34,41,15,3,415,0,16,21,387,75,84,67,35,11,690
CED133,0,0,4,7,7,9,0,0,0,27,3909,9566,7889,13813,8369,10018,9520,4549,1396,69035,0,4,0,10,3,0,0,0,0,13,0,0,0,3,0,0,3,0,0,6,0,4,6,26,4,0,0,0,0,41,0,0,0,0,0,0,0,0,0,6,0,14,8,35,27,26,25,8,0,139,0,0,0,11,9,3,0,0,0,26,0,5,7,55,10,12,13,5,0,100,0,0,0,0,4,0,0,9,0,15,0,8,0,15,4,0,9,10,4,45,4,34,38,224,261,519,570,429,108,2186,0,6,4,19,7,8,7,9,0,50,0,0,0,33,11,19,13,8,0,85,0,7,0,37,26,65,90,61,20,310,0,0,0,0,0,4,9,7,6,18,0,0,0,14,6,12,4,0,0,43,7,28,40,369,78,63,59,9,9,655,4,4,4,18,4,4,10,4,0,39,0,3,0,11,6,3,0,0,0,26
CED134,0,0,0,0,0,0,0,0,0,0,4690,9246,7201,13886,7269,8366,6846,3665,1122,62295,0,3,0,72,3,5,0,0,0,82,0,0,0,0,0,0,0,0,4,7,0,0,0,3,3,0,0,0,0,8,0,0,0,4,0,0,0,0,0,11,0,0,5,15,11,4,0,0,0,34,0,0,0,0,5,4,0,0,0,12,4,7,6,69,23,24,9,3,0,141,0,0,0,0,0,8,8,11,0,24,4,4,0,16,0,3,6,0,0,23,0,21,18,97,71,155,165,121,29,675,0,5,8,53,20,10,9,0,0,112,0,0,0,16,5,8,5,0,0,31,3,0,4,14,3,23,44,32,8,126,0,0,0,0,0,4,3,11,0,22,0,0,0,12,6,3,8,0,0,27,13,41,25,466,35,21,7,6,0,613,0,0,3,33,0,0,3,0,0,51,0,0,0,7,0,0,0,0,0,15
CED135,7,54,135,721,145,97,71,25,7,1262,6038,8634,6385,9262,3493,2630,1785,943,395,39575,0,35,59,419,88,63,29,3,0,700,0,0,0,36,20,32,22,11,5,121,0,3,6,54,11,7,3,0,0,88,0,0,4,23,21,15,10,3,0,83,3,14,12,36,13,9,3,6,0,94,0,4,11,61,22,23,35,14,3,174,22,230,404,2676,935,1391,819,339,161,6980,0,0,0,18,19,32,38,40,10,147,3,33,11,101,25,39,47,36,8,298,8,30,41,193,134,201,186,114,43,950,0,8,23,244,92,129,80,31,9,614,0,3,0,30,5,11,7,0,0,55,0,0,5,34,25,9,29,24,3,131,0,0,0,11,10,24,40,77,47,208,7,47,69,410,135,274,196,43,11,1200,459,1657,1699,12579,1266,483,305,104,27,18577,0,16,45,169,79,48,48,17,6,427,7,72,106,854,216,149,91,30,10,1527
CED136,0,0,0,4,0,0,0,0,0,10,5231,11153,9432,18105,8595,8511,7551,3918,962,73452,0,0,5,23,14,0,0,0,0,47,0,0,0,5,0,0,4,0,0,13,0,3,0,11,0,0,0,0,0,17,0,0,0,0,6,0,0,0,0,8,0,14,0,27,15,15,23,8,4,100,0,0,0,8,3,3,15,8,0,41,0,6,13,52,28,22,24,5,5,146,0,0,0,5,5,15,19,25,12,72,0,0,3,6,5,0,7,4,0,36,10,67,74,245,262,472,578,473,93,2274,0,4,3,37,19,6,6,7,0,81,0,0,0,13,9,8,7,4,3,45,0,0,4,17,13,40,155,74,14,316,0,0,4,5,0,9,22,11,3,50,0,3,5,18,10,11,9,0,0,66,5,36,23,345,53,26,19,18,5,538,0,0,3,14,7,0,3,0,3,35,0,4,0,14,5,0,0,0,0,28
CED137,0,0,9,78,8,10,3,0,0,109,4984,7489,6774,12963,4756,3792,2426,1142,386,44709,0,5,33,185,22,7,4,0,0,262,0,0,0,29,13,5,4,9,0,64,4,6,18,214,24,18,4,0,0,281,0,0,11,38,37,14,14,13,0,134,3,7,10,81,37,16,16,0,0,174,0,0,9,57,40,33,19,16,0,172,31,200,1011,5165,1048,1488,971,318,184,10425,0,0,3,12,19,30,33,84,45,216,0,17,4,131,25,75,82,54,8,403,18,87,77,533,324,329,223,102,38,1731,0,6,14,90,46,49,31,19,12,270,0,0,6,97,21,16,13,0,0,153,0,6,10,56,33,24,51,43,14,234,0,5,5,21,20,68,105,170,116,504,11,44,156,666,212,230,226,57,9,1606,93,317,351,3661,431,207,160,72,30,5323,4,15,79,407,75,36,54,19,6,704,3,12,15,466,65,29,24,13,0,620
CED138,0,0,0,0,0,0,3,0,0,3,3759,8869,6669,12517,7555,8391,8171,4116,1465,61512,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,3,0,0,6,0,10,15,283,35,8,3,0,0,359,0,0,0,5,0,0,0,0,0,11,0,18,11,79,55,44,24,14,6,257,0,0,0,41,5,5,0,0,0,58,0,0,7,23,12,21,12,5,0,82,0,0,0,3,3,3,8,13,4,33,0,0,0,4,0,6,7,0,5,21,13,106,126,573,524,672,814,649,249,3726,0,3,3,20,18,11,11,7,0,69,0,10,19,118,29,31,22,12,3,241,0,11,23,79,47,88,121,87,18,478,0,0,0,0,5,9,15,7,3,32,3,8,3,11,8,7,3,6,0,43,4,18,31,227,40,23,31,21,13,406,0,18,4,9,8,8,17,5,0,66,0,0,0,12,3,6,5,0,3,24
CED139,0,0,0,23,5,4,0,0,0,31,4727,9707,8741,14651,7607,8563,7656,4173,1355,67176,0,9,0,44,9,0,0,0,0,62,0,0,0,3,0,0,4,3,0,11,0,0,0,3,0,0,0,0,0,13,0,0,0,5,4,0,0,0,0,8,0,3,0,14,13,3,9,4,0,42,0,0,0,11,5,0,7,6,0,28,3,41,27,201,36,27,22,8,0,358,0,0,0,0,3,9,0,10,0,21,0,10,12,29,12,11,8,0,0,83,0,23,33,99,112,210,248,203,50,990,0,0,19,145,16,14,0,0,0,201,0,0,3,9,6,3,3,0,0,28,0,0,0,4,10,17,49,41,12,136,0,0,0,4,0,0,10,14,0,32,0,0,0,12,3,6,4,0,0,34,9,53,60,449,76,37,17,8,0,696,0,7,0,10,4,0,3,3,7,28,0,9,4,23,8,0,3,0,0,50
CED140,0,0,0,6,0,0,0,0,0,6,3901,8421,7251,12305,6934,6920,5900,3491,1130,56254,0,5,0,22,0,4,0,0,0,33,0,0,0,8,4,3,0,0,0,20,0,0,3,69,15,0,4,4,0,104,0,0,0,11,4,0,6,0,0,22,3,7,11,50,51,34,21,13,5,200,0,0,3,17,25,14,14,17,6,92,0,20,22,114,73,80,96,35,8,452,0,0,0,0,5,23,11,34,5,82,0,11,0,43,3,13,22,22,6,124,10,149,204,744,688,877,799,628,193,4291,0,0,5,38,12,17,15,3,0,88,4,7,6,37,16,16,21,9,0,114,0,3,13,43,36,35,79,67,14,292,0,0,5,6,9,12,28,32,12,97,0,4,0,34,12,27,21,6,0,109,4,23,46,390,60,32,27,28,15,624,0,10,8,37,15,12,8,10,9,97,0,0,3,32,10,12,12,4,0,67
CED141,0,0,0,0,0,0,0,0,0,0,4130,9149,8119,14532,8056,7890,6694,3960,1186,63728,0,0,0,13,0,0,0,0,0,18,0,0,0,3,0,0,3,0,0,15,0,5,4,29,6,0,0,0,0,41,0,0,0,6,0,0,0,0,0,19,0,3,10,35,28,15,16,6,0,105,0,0,3,5,12,12,13,6,0,42,0,9,14,66,15,18,32,14,9,169,0,0,0,7,4,18,7,17,5,56,0,0,0,5,5,9,11,9,6,47,5,82,78,263,268,414,427,399,113,2048,0,0,4,18,8,10,6,0,0,52,0,8,0,12,8,9,9,3,0,43,0,7,3,28,25,23,96,85,16,286,0,0,0,0,3,7,12,21,8,48,0,7,0,7,3,10,14,0,0,44,0,7,22,141,44,30,18,20,0,295,3,0,6,28,3,5,4,4,0,59,0,0,0,14,5,0,0,0,0,21
CED142,0,7,0,22,0,0,0,0,0,38,3409,3384,5822,21619,5952,4534,2742,1055,214,48734,0,0,33,141,16,12,7,0,0,214,0,0,0,56,5,11,5,4,3,84,4,11,61,972,62,21,6,0,0,1141,0,0,17,42,8,9,3,6,0,78,10,9,17,344,82,56,21,6,0,556,0,0,11,229,34,21,12,15,0,331,20,93,1942,3447,322,470,367,205,105,6967,0,0,4,29,17,20,19,24,6,112,0,0,12,68,13,25,26,11,4,151,23,60,291,3066,902,760,378,191,41,5718,0,0,8,111,41,27,20,5,3,216,4,13,42,681,91,26,11,6,0,878,0,6,32,306,98,69,59,51,8,631,0,0,7,49,20,43,51,96,42,312,16,18,263,528,118,127,87,22,3,1184,5,27,325,1696,109,79,32,24,3,2294,3,17,713,1736,183,60,90,26,3,2830,0,0,14,364,49,35,20,6,0,486
CED143,0,0,0,4,6,6,3,0,0,14,3765,7996,6407,10570,5928,4975,3493,2154,799,46085,0,0,0,26,0,0,0,0,0,34,0,0,0,19,5,5,5,0,0,35,0,28,35,611,76,10,9,0,0,773,0,4,7,4,0,0,0,0,0,24,3,27,20,143,116,71,28,13,5,418,3,0,3,69,18,14,0,8,0,120,10,61,82,332,142,198,132,57,30,1044,0,4,0,22,7,34,24,29,21,130,0,4,0,12,6,12,23,25,12,90,51,465,469,1997,1570,1132,650,437,128,6911,0,0,0,28,16,19,7,7,0,78,4,40,41,301,111,51,14,10,0,572,4,25,25,177,99,64,56,62,12,513,0,0,0,13,9,11,23,23,30,115,11,73,55,98,56,61,51,20,5,422,0,24,37,309,71,57,33,26,9,577,0,0,3,41,22,11,16,7,4,120,0,0,6,76,33,29,34,17,5,199
CED144,0,0,10,35,26,6,4,0,0,79,5419,9856,8001,10218,3616,2296,1255,650,282,41585,20,174,245,2004,472,270,76,7,0,3267,0,0,0,16,7,18,7,7,0,60,0,5,8,156,32,18,7,4,0,233,0,0,0,15,19,24,20,10,0,93,4,7,6,21,13,6,6,0,0,55,0,0,3,22,19,23,25,17,0,115,11,71,347,1825,997,1344,753,277,212,5849,0,0,0,7,5,20,30,54,16,133,5,38,19,181,93,93,104,79,30,654,5,23,33,149,125,134,126,72,22,685,5,8,25,166,104,117,101,43,4,573,0,0,5,31,13,13,6,0,3,68,0,0,4,31,15,21,18,24,4,121,0,21,33,84,95,180,354,580,257,1604,0,12,36,207,85,140,145,22,9,652,57,163,267,1989,254,154,101,36,14,3036,6,35,119,418,206,153,124,34,7,1111,0,3,8,70,14,11,11,4,0,118
CED145,0,0,0,3,0,0,0,0,0,4,3393,6147,5041,12256,4970,3827,2845,1629,614,40726,0,0,5,25,6,0,0,0,0,31,0,0,0,18,0,0,0,5,0,28,0,5,55,714,44,19,0,0,0,843,0,0,3,0,0,0,0,0,0,12,5,6,10,155,61,54,17,18,3,327,0,4,7,217,17,10,9,14,0,281,0,64,69,271,77,134,85,50,29,776,0,0,0,16,6,5,6,16,6,54,0,0,0,18,0,30,42,41,9,149,39,228,274,2616,933,652,409,312,100,5571,0,0,0,28,15,13,8,3,0,70,4,11,37,468,63,46,43,21,9,696,5,14,16,163,79,47,58,60,27,470,0,0,5,19,4,25,47,63,38,194,8,88,61,109,54,43,39,9,5,422,0,15,11,185,35,44,41,41,21,391,0,9,13,60,21,20,23,12,3,167,0,0,4,75,29,7,18,10,4,146
CED146,0,0,10,68,19,20,13,0,0,141,6790,13226,10918,11113,3578,2839,1435,695,213,50810,0,52,84,629,261,140,55,4,0,1222,0,0,7,150,95,95,65,28,4,438,0,0,0,14,5,9,3,0,0,36,7,21,44,367,268,213,175,33,9,1147,0,9,6,25,9,9,0,4,0,65,0,3,0,108,100,149,109,61,12,547,5,17,45,374,202,249,160,57,28,1137,0,6,5,99,81,116,137,87,30,562,3,41,35,160,72,111,80,39,3,550,0,38,19,96,91,169,141,98,41,694,0,24,135,946,653,684,343,117,19,2931,0,0,3,21,7,11,3,0,0,43,0,6,12,19,28,25,40,25,9,155,0,0,16,29,24,67,73,81,10,302,0,8,7,86,31,31,25,6,0,195,16,170,241,1235,584,337,140,38,10,2771,0,18,27,162,60,43,48,10,0,373,0,13,35,148,58,76,36,17,7,398
CED147,0,0,3,3,4,0,0,0,0,8,4754,10234,9034,15864,7804,6963,5440,3126,942,64158,0,0,4,18,3,6,0,0,0,30,0,0,0,29,12,22,14,4,0,87,0,0,0,14,7,3,3,0,0,29,0,0,0,10,4,0,5,0,0,22,4,3,10,30,23,14,10,11,0,107,0,0,5,21,41,40,42,27,4,178,0,11,23,74,19,27,23,11,0,182,0,0,0,14,11,34,39,53,25,174,0,16,0,21,13,6,18,13,3,91,3,65,67,302,470,944,903,695,248,3695,0,9,5,41,13,9,5,0,0,81,0,0,6,12,15,17,21,8,0,71,0,0,0,19,33,76,149,132,43,453,0,0,5,3,8,27,52,26,17,138,0,8,10,10,13,11,8,0,0,64,3,31,38,327,62,15,27,27,10,532,0,3,4,20,3,8,0,0,0,39,0,3,0,24,10,9,0,3,0,47
CED194,0,0,0,7,0,0,0,0,0,7,159,198,367,1034,507,518,413,99,10,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,10,0,0,3,18,3,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,4,4,10,53,21,44,40,10,0,185,0,0,0,8,4,0,0,0,0,14,0,0,7,19,5,4,0,0,0,35,0,0,4,12,0,3,0,0,0,15,0,0,0,3,0,0,0,4,0,8,0,0,0,10,3,0,0,0,0,20,0,0,0,41,0,7,5,0,0,46,0,0,0,15,0,3,0,0,0,19,0,0,0,9,5,5,0,0,0,20
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,0,0,3,51,20,29,13,4,0,116,4094,8528,7816,12524,6226,5474,3742,1843,550,50800,0,0,5,25,8,7,4,0,0,50,0,0,0,20,9,12,4,3,0,45,0,0,0,16,0,3,0,0,0,28,0,3,3,47,68,58,52,16,6,256,0,4,6,31,23,10,3,9,0,83,0,0,0,6,18,25,15,15,0,86,17,188,283,1842,503,493,373,98,36,3821,0,0,0,16,13,26,27,31,8,126,0,12,15,53,20,64,62,50,11,282,7,53,95,309,358,602,511,400,145,2476,0,0,3,33,30,30,16,10,4,125,0,0,9,17,10,13,7,3,3,62,0,7,9,37,34,51,91,172,79,485,0,8,4,22,31,69,88,73,21,312,9,36,58,291,101,144,97,14,3,763,14,135,231,1156,456,316,190,75,29,2599,0,11,24,118,60,27,17,20,5,291,0,26,33,250,87,58,34,9,3,496
CED202,0,0,4,5,4,0,0,0,0,13,4057,9241,7888,14703,7783,7580,6312,3056,926,61542,0,0,8,34,11,0,3,0,0,52,0,0,0,0,0,4,4,3,3,21,0,0,0,12,3,0,0,0,0,15,0,3,0,5,0,0,0,0,0,8,0,0,3,26,14,19,23,5,0,99,0,0,0,7,3,0,3,3,0,25,0,28,33,162,28,33,23,8,0,317,0,0,0,4,10,20,31,29,7,97,0,0,11,5,3,0,7,11,0,40,0,65,62,239,281,420,511,288,85,1950,0,3,5,8,11,3,7,0,0,34,0,3,5,14,8,7,10,0,0,42,0,4,0,15,23,28,106,51,10,232,0,0,0,0,5,10,24,17,5,56,0,5,6,18,13,3,8,0,0,49,6,39,171,671,99,24,21,10,4,1054,0,6,4,14,6,0,3,3,0,42,0,0,5,15,9,0,4,0,0,36
CED203,0,6,5,29,3,7,0,0,0,45,4068,8905,7383,14308,7512,7804,7128,3649,1240,62001,0,3,4,22,3,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,6,0,17,6,0,0,0,0,30,0,0,7,3,3,0,0,0,0,9,0,3,9,25,19,11,8,6,0,79,0,0,0,7,3,0,0,0,0,6,0,13,17,87,20,18,11,4,0,168,0,0,0,3,0,7,12,13,0,37,4,5,10,15,6,6,6,8,4,62,4,32,50,186,260,378,422,287,67,1706,0,0,4,12,6,3,3,0,0,30,0,0,6,20,4,6,9,3,0,47,0,0,3,23,17,27,71,48,14,197,0,0,0,0,3,17,12,9,9,50,0,3,3,13,12,0,0,0,0,38,0,61,72,473,60,23,25,13,0,739,0,0,7,9,11,3,3,0,0,39,0,8,3,15,5,0,0,0,0,37
CED204,28,316,763,2770,807,331,133,40,3,5187,5139,9160,7756,10139,4679,3804,2331,970,326,44309,0,13,15,110,35,15,15,0,0,208,0,4,29,234,138,165,98,57,7,730,0,0,0,12,3,0,0,0,0,19,0,9,40,136,87,79,69,18,4,448,0,8,0,18,13,6,3,0,0,56,0,0,8,50,83,73,57,37,6,317,11,72,112,755,279,366,262,86,34,1973,0,0,0,121,69,170,161,89,22,643,4,11,46,82,45,84,77,41,14,414,0,34,85,186,251,427,369,291,89,1734,0,8,21,137,98,123,58,21,3,468,0,0,0,25,11,13,3,7,5,66,0,0,8,28,32,40,64,82,26,285,0,12,22,40,70,101,149,179,42,621,5,15,15,70,32,31,34,6,0,201,35,269,719,2695,815,469,296,107,33,5450,8,16,20,122,58,26,44,11,0,306,3,86,153,305,73,58,26,0,3,705
CED205,0,13,32,134,22,27,3,4,0,235,7452,11352,7984,11042,3746,3023,1397,537,122,46655,0,17,9,132,36,18,16,3,0,236,0,0,3,41,18,35,20,11,7,132,0,0,0,19,4,0,0,0,0,22,0,4,4,15,0,0,0,0,0,30,0,10,3,13,3,6,0,0,0,50,0,0,0,9,17,18,9,12,0,68,0,14,16,120,46,74,29,18,3,322,0,0,0,14,25,50,50,67,17,228,3,32,26,127,47,77,77,32,8,417,5,43,46,114,91,157,122,68,22,669,0,8,38,183,94,80,48,9,0,463,0,0,0,17,6,7,0,3,0,31,0,5,5,28,20,14,23,30,3,126,0,5,18,47,26,81,111,84,27,399,0,6,5,26,11,7,0,0,0,51,55,418,875,5604,662,284,248,56,13,8217,0,3,12,57,25,7,6,0,0,115,4,24,61,274,45,41,22,6,0,472
CED206,0,0,4,3,0,0,0,0,0,6,4733,9601,8467,16013,8140,7159,5184,2353,554,62210,0,0,0,8,5,5,0,0,0,18,0,0,0,3,6,3,0,0,0,17,0,0,0,12,5,0,0,0,0,19,0,0,0,6,4,0,0,0,0,14,0,3,4,34,28,16,16,7,0,114,0,0,0,12,11,3,0,5,0,31,3,27,50,155,59,68,30,8,4,405,0,0,0,4,6,13,14,17,8,67,0,0,0,7,4,4,5,7,4,34,12,62,130,440,578,975,856,598,167,3814,0,0,0,12,9,13,5,3,0,42,0,0,8,31,10,19,10,9,0,88,0,9,4,40,34,76,152,118,37,475,0,0,0,4,10,24,26,18,4,91,0,6,6,37,12,12,6,0,0,85,0,41,39,284,76,46,46,18,0,552,0,6,5,19,13,4,12,3,4,63,0,15,7,93,26,6,8,0,0,166
CED207,0,5,4,50,16,24,12,4,0,121,3439,7881,7792,8401,4868,3937,2770,2326,1171,42581,3,21,45,99,38,22,13,0,0,238,0,0,0,10,6,13,3,8,0,40,0,0,0,36,4,9,0,0,0,54,0,7,32,41,51,37,28,16,4,214,4,10,15,37,31,15,8,0,3,134,0,0,0,13,17,8,10,3,0,51,62,681,1680,5131,1483,1478,959,341,169,11985,0,0,0,14,12,18,24,40,25,130,0,13,15,56,14,41,53,66,24,287,11,90,114,265,248,315,286,269,127,1731,0,3,5,41,33,30,15,9,5,140,0,3,14,49,16,11,11,5,0,108,0,8,17,42,48,26,64,89,39,333,4,17,22,47,64,171,226,502,202,1252,16,125,188,503,157,246,222,58,16,1528,30,438,862,2896,787,379,295,128,43,5867,5,18,101,278,130,52,75,33,6,695,4,28,61,262,98,39,28,19,0,532
