CED_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
CED129,3,4,12,25,32,50,64,35,5,12,8,17,12,9,12,296,6,25,71,27,126,1356,2743,1821,278,311,316,337,307,123,317,8172,0,9,84,199,11,53,20,3,0,0,0,0,0,0,13,395,0,27,45,134,45,190,91,45,10,21,20,6,8,4,14,643,0,0,6,42,137,364,211,47,10,0,6,7,4,9,16,862,0,150,75,70,56,29,66,26,3,5,8,14,18,15,23,565,0,34,133,88,13,3,4,8,0,3,0,7,0,0,6,304,0,9,22,63,234,830,330,101,11,11,26,18,36,16,18,1724,0,11,23,236,254,1099,2110,1190,144,136,163,148,169,107,113,5904,0,8,8,39,114,145,382,95,22,16,14,14,11,15,9,890,0,0,3,26,99,388,409,355,98,121,97,39,68,14,31,1747,0,0,0,17,20,47,82,21,6,3,6,4,0,5,0,206,0,13,21,92,44,91,72,60
CED130,0,0,13,31,15,16,35,17,3,5,7,3,11,0,0,151,0,3,10,8,15,42,66,86,19,26,17,45,87,47,31,503,0,0,3,9,0,7,0,0,0,0,0,0,0,0,0,28,0,3,5,6,0,0,0,6,0,0,0,0,3,4,0,28,0,0,0,7,16,20,19,7,3,8,4,7,16,0,7,112,0,90,68,45,40,25,34,15,3,5,3,9,7,0,16,368,0,6,10,3,0,0,0,0,0,0,0,9,0,0,3,32,0,0,3,7,10,13,11,3,5,0,4,0,10,0,3,64,6,7,9,13,4,21,31,192,22,30,38,47,45,34,13,514,0,5,4,6,8,6,11,7,7,4,3,3,8,4,0,70,0,0,0,0,8,7,7,3,9,14,7,0,7,7,3,65,0,0,0,0,0,0,3,14,3,5,22,29,11,0,0,99,0,4,16,29,19,25,22,18
CED131,0,3,12,34,32,37,67,60,19,26,6,10,16,5,9,333,0,5,16,7,40,83,183,305,53,97,108,209,322,152,108,1697,0,3,26,103,7,7,25,0,0,0,0,0,0,0,8,181,0,7,7,17,3,10,5,20,0,0,5,3,0,0,4,89,0,0,0,15,18,34,24,12,0,9,0,0,4,3,3,137,0,245,61,36,28,30,47,39,9,7,7,11,10,3,40,582,3,86,141,84,19,7,3,0,3,0,0,0,0,3,20,374,3,0,4,18,47,43,23,29,8,3,16,21,24,19,23,276,0,13,6,40,30,42,146,292,70,131,96,104,97,64,32,1164,0,0,6,6,5,14,31,25,3,9,4,3,13,3,4,132,0,0,0,0,5,9,12,43,33,33,34,13,28,21,6,240,0,0,0,0,0,3,10,3,0,5,27,24,8,10,8,104,0,3,17,44,18,60,35,46
CED132,0,13,14,75,70,89,137,73,29,13,17,25,50,24,18,653,20,50,105,83,266,1576,2250,1743,339,368,414,527,558,290,311,8884,0,15,127,141,7,29,21,8,3,0,4,3,0,0,8,364,0,31,100,101,21,34,9,13,0,0,0,7,16,15,20,364,7,3,27,46,53,80,49,24,3,7,8,4,7,5,9,328,13,110,69,63,64,57,113,98,27,27,30,22,40,14,34,772,3,63,164,80,6,6,5,4,0,0,3,3,0,0,8,343,0,11,58,184,582,1096,572,185,44,74,50,83,87,27,75,3137,4,30,28,132,144,296,495,702,198,243,292,322,396,292,100,3671,5,12,14,37,86,126,231,118,23,25,27,30,48,18,26,832,0,3,9,57,165,219,141,229,67,75,85,38,73,40,21,1218,0,0,0,26,8,9,13,8,0,0,3,0,0,0,0,77,9,21,35,75,77,155,207,137
CED133,0,6,11,40,44,25,34,26,7,6,11,3,4,3,10,227,0,3,5,0,13,16,42,38,4,8,8,13,19,7,13,186,0,3,3,12,0,3,3,0,0,0,0,0,0,0,5,29,0,14,14,10,0,3,3,0,0,0,0,0,0,0,0,45,0,5,10,10,6,11,10,9,3,3,0,7,0,0,4,90,0,152,120,52,91,80,60,40,11,0,3,0,4,4,18,636,0,11,15,14,0,0,0,0,0,0,0,0,0,0,0,37,0,0,4,18,12,9,16,7,0,3,0,0,6,0,8,77,4,22,30,70,48,77,80,301,12,23,66,66,35,34,42,915,0,12,8,8,7,10,21,7,0,8,3,0,0,8,3,90,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,11,3,11,12,47,13,28,28,26
CED134,3,3,3,10,10,12,11,20,5,3,4,3,4,0,10,89,0,0,8,4,15,34,34,94,16,16,19,12,12,6,18,284,0,7,19,15,0,0,3,0,0,0,0,0,0,0,3,50,0,0,0,3,0,3,4,8,14,0,0,3,0,4,4,46,0,0,0,9,15,25,16,44,8,0,11,9,0,4,4,137,0,78,57,42,28,19,26,25,0,8,0,6,4,3,14,316,0,13,25,15,4,0,0,0,0,0,0,0,0,0,7,63,0,3,0,7,12,12,9,4,0,0,0,0,0,0,4,52,0,3,9,15,4,11,53,241,26,59,67,56,54,30,22,649,0,3,3,3,0,3,15,6,0,4,0,6,0,3,4,56,0,0,0,0,4,0,0,3,0,4,13,3,0,4,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,7,23,3,20,16,25
CED135,0,0,7,15,13,30,40,24,4,3,17,17,6,17,5,204,7,21,74,83,304,2675,4505,3435,594,562,597,656,568,321,498,14883,0,10,68,160,21,47,33,4,0,0,0,3,3,3,14,362,0,13,29,87,35,94,77,57,15,7,30,13,35,28,23,537,0,3,5,44,164,477,342,149,37,29,29,23,24,15,34,1391,0,66,57,39,26,23,38,46,11,3,8,9,11,8,14,346,3,52,228,154,22,15,5,3,0,7,3,0,3,0,31,529,0,0,19,64,329,941,513,215,34,41,51,49,55,12,34,2358,0,10,13,117,124,738,3339,7792,1216,1565,2237,3286,3598,2588,803,27427,0,0,4,30,90,159,339,150,29,23,19,14,15,3,24,897,0,0,0,29,72,287,473,385,246,309,690,119,112,43,70,2828,0,0,5,20,18,110,381,191,52,60,99,34,34,34,36,1061,0,6,12,59,26,44,31,35
CED136,0,0,7,22,23,19,43,41,13,5,6,10,3,0,8,205,0,7,8,7,11,51,43,92,19,6,11,20,9,13,9,292,0,3,41,39,3,8,7,0,0,0,0,0,0,0,3,104,0,14,18,11,0,0,12,8,0,0,0,0,0,0,3,57,0,3,8,10,18,32,22,24,14,0,0,4,0,0,5,137,3,299,137,44,43,37,8,19,3,12,0,0,7,0,21,644,0,18,20,17,5,3,4,0,0,0,0,0,0,0,4,77,0,0,0,14,16,23,5,6,3,0,0,9,0,0,9,91,0,7,8,28,10,29,82,206,19,35,18,19,24,19,16,524,0,11,3,4,7,8,16,15,3,3,0,0,0,3,0,78,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,11,0,0,0,10,0,3,3,5,0,0,0,0,0,0,0,25,0,4,19,57,8,23,28,21
CED137,0,0,0,19,20,33,41,61,12,14,14,15,19,4,18,272,10,60,214,147,527,3149,4883,5172,1070,1245,1417,1603,1557,720,935,22696,0,10,151,216,11,26,17,3,0,4,3,0,0,0,20,467,0,43,63,159,70,147,43,50,15,14,11,15,20,9,25,694,0,4,8,43,106,181,109,26,8,11,10,14,14,3,28,562,0,119,49,36,39,32,50,49,18,9,17,14,9,5,19,462,10,122,599,265,21,12,5,8,5,10,12,3,6,0,43,1129,3,9,42,151,563,909,496,248,74,97,95,92,75,45,75,2962,0,3,3,219,212,577,1182,1648,318,487,691,929,1130,826,272,8505,0,7,8,31,106,137,380,199,33,26,38,56,46,21,27,1126,0,0,0,6,37,88,62,148,71,76,76,24,50,17,24,678,0,0,0,13,17,25,38,40,5,3,13,3,0,0,19,177,0,8,34,73,41,134,135,151
CED138,7,3,23,61,50,47,86,68,14,27,12,7,11,9,18,436,4,5,15,3,22,22,49,62,15,9,23,16,27,9,16,294,0,7,27,16,0,0,0,0,0,0,0,0,0,0,0,48,0,10,11,14,0,3,3,0,0,3,0,0,0,0,3,50,4,7,14,20,11,24,30,19,3,0,0,3,0,0,11,145,0,187,128,80,98,108,114,68,7,19,14,12,7,3,30,878,0,15,15,8,0,3,3,0,0,0,3,0,0,0,4,63,3,0,9,6,14,13,7,4,0,3,0,0,3,0,4,77,4,16,23,40,33,29,57,166,20,12,37,38,7,6,16,508,0,9,16,4,12,12,15,17,3,3,7,3,4,3,10,126,0,0,0,0,0,7,11,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,31,78,27,29,41,45
CED139,0,0,4,13,5,16,23,30,5,3,0,6,3,0,9,119,3,0,10,9,9,38,70,106,18,17,17,15,41,38,48,441,0,0,15,24,0,0,3,0,0,0,0,0,0,0,0,52,0,3,4,0,3,10,29,21,3,27,3,0,5,0,3,114,0,0,9,6,6,18,24,10,3,8,10,3,0,3,3,104,0,125,61,38,14,18,15,10,4,0,0,0,4,0,15,304,0,10,17,11,0,0,0,0,0,0,0,0,0,0,0,55,0,3,0,5,15,18,14,7,0,0,3,3,4,3,6,93,3,3,3,10,6,7,70,264,64,131,113,77,44,19,43,847,0,10,8,0,6,7,12,14,0,11,7,0,3,0,3,77,0,0,0,0,8,0,17,11,4,14,20,13,7,5,3,96,0,0,0,3,0,3,25,20,0,3,0,0,3,0,0,65,0,15,16,22,11,6,20,20
CED140,0,8,11,54,46,41,79,52,9,8,6,4,6,6,8,344,6,28,42,8,37,106,235,199,41,34,40,43,27,14,48,906,0,8,39,49,4,13,6,3,0,0,4,0,0,0,5,129,0,26,43,54,9,9,5,10,7,6,4,0,0,3,4,187,0,8,5,21,27,55,28,11,4,3,0,0,0,4,16,189,4,156,114,62,53,36,71,55,7,10,13,3,0,3,15,591,0,27,73,32,3,0,11,0,0,0,0,0,0,0,5,159,3,0,6,21,20,46,29,10,0,3,3,4,3,0,8,164,3,18,20,63,40,40,81,201,48,45,45,46,35,22,25,737,7,12,10,15,19,12,43,33,13,3,8,0,10,3,7,200,0,0,0,11,3,15,10,12,6,0,0,0,4,6,0,72,0,0,0,3,3,3,8,3,3,0,0,0,0,0,0,27,6,19,35,101,40,90,82,86
CED141,0,4,6,17,15,27,39,26,4,9,3,3,0,3,6,170,0,7,14,17,23,56,67,74,12,19,14,13,19,10,17,359,0,12,31,43,7,0,3,0,0,0,0,0,0,0,0,94,0,14,8,21,4,5,6,11,0,0,0,3,0,0,3,64,0,0,9,9,17,24,6,6,0,0,4,0,3,4,9,91,3,343,117,39,26,23,29,20,8,0,7,6,3,6,20,648,0,30,38,34,5,0,0,0,0,0,0,0,0,0,4,113,0,0,3,10,19,24,10,14,0,0,0,3,0,0,3,95,0,9,8,39,17,33,85,104,12,19,18,14,14,9,19,389,0,6,3,3,9,9,35,23,4,5,7,5,5,0,3,113,0,0,3,0,4,0,4,15,0,5,0,0,0,7,0,42,0,0,0,3,3,3,3,4,0,0,0,0,0,0,0,11,0,6,23,54,21,31,40,27
CED142,0,0,8,48,64,92,122,138,36,56,73,117,132,103,35,1038,3,28,44,86,231,1297,2406,2993,777,1082,1524,2331,3786,2400,1252,20239,0,4,36,50,6,40,36,12,0,10,3,3,7,4,7,206,0,17,35,54,16,37,18,25,3,6,4,0,11,12,8,241,0,3,14,32,72,135,50,32,7,7,11,7,6,9,6,395,3,78,53,60,69,71,173,183,40,54,72,63,108,103,53,1170,3,69,349,142,29,23,12,17,3,10,8,5,7,0,30,711,3,5,29,90,310,507,377,222,76,87,135,148,138,116,94,2333,0,8,10,74,67,207,316,464,76,122,185,292,459,370,76,2720,0,11,5,35,91,238,922,919,322,425,403,709,663,328,144,5212,0,0,0,11,47,83,68,130,74,55,62,38,64,32,23,683,0,0,0,8,15,28,15,12,4,4,9,3,10,3,4,110,0,12,26,55,55,124,225,464
CED143,0,3,32,85,77,108,187,157,30,29,29,42,34,14,15,844,4,43,30,31,60,543,558,356,68,85,100,146,136,73,88,2321,6,10,90,75,18,42,21,10,0,0,0,5,3,0,5,285,0,30,68,49,10,13,6,7,0,0,0,3,0,3,9,197,3,4,19,24,37,35,29,17,0,0,3,0,3,0,12,186,9,94,106,80,74,100,222,176,53,47,59,52,56,19,42,1184,3,36,99,53,9,3,5,3,6,3,3,3,7,0,7,242,0,9,19,64,156,222,139,94,20,24,22,23,26,13,13,852,0,14,14,94,46,126,168,225,24,36,53,65,59,51,27,1013,0,10,17,20,32,64,58,38,8,3,13,7,15,6,18,303,0,0,6,28,78,81,47,52,14,13,12,4,17,3,9,375,0,0,0,13,9,5,15,7,0,0,3,5,6,0,4,67,3,10,39,109,70,154,225,193
CED144,3,3,0,17,16,9,29,12,6,0,5,4,10,8,3,116,7,34,77,109,418,2877,3243,2333,403,448,524,534,545,264,481,12285,0,7,96,147,7,17,16,0,0,0,0,9,0,0,10,312,0,31,84,225,81,209,177,153,20,35,35,34,30,28,55,1198,0,0,6,60,221,458,247,108,16,13,19,13,14,12,49,1225,0,70,38,49,25,12,39,23,4,4,0,4,9,0,11,270,7,241,1451,1196,170,80,61,25,23,53,30,44,29,14,155,3572,3,3,14,89,312,459,219,77,19,23,39,15,21,32,43,1371,0,3,8,84,94,284,717,1139,105,163,188,322,278,233,104,3712,0,0,7,56,192,426,653,530,73,69,85,71,96,42,69,2379,0,0,0,3,19,39,45,35,16,21,53,7,6,8,4,254,0,0,6,10,5,55,260,119,56,72,77,18,16,10,11,706,0,11,22,57,36,50,62,78
CED145,0,4,26,56,55,57,129,110,33,27,35,55,49,39,28,713,12,79,49,30,54,322,352,224,47,60,85,103,121,95,97,1731,0,12,36,26,11,20,6,0,3,0,3,0,0,0,4,129,0,48,121,46,13,24,3,9,0,0,3,3,0,0,6,282,3,4,9,19,39,41,17,10,0,3,3,4,4,0,8,179,66,161,91,84,72,83,190,162,20,46,43,45,48,48,33,1195,12,94,178,85,11,10,17,6,0,3,5,0,4,3,25,449,5,5,12,74,140,151,115,80,20,26,16,30,37,13,16,748,0,24,65,134,63,86,88,69,17,16,25,36,48,30,29,731,0,3,9,34,50,70,68,35,13,15,22,15,16,11,15,372,0,4,4,17,55,75,35,31,12,7,4,4,12,3,3,264,0,8,12,28,12,11,3,6,4,0,0,0,0,0,5,97,3,8,31,76,52,125,285,414
CED146,0,0,3,0,9,24,42,10,3,4,0,0,3,4,0,105,4,11,24,19,261,568,487,342,60,42,33,44,40,19,61,2019,0,15,118,392,59,171,379,5,0,3,0,0,4,0,21,1173,0,27,39,98,46,242,161,122,23,29,34,25,21,13,13,890,0,0,6,71,398,2283,1975,684,82,71,86,90,56,44,105,5952,0,131,57,71,27,29,51,13,0,0,0,3,10,0,10,402,0,23,189,200,31,34,26,22,3,9,11,0,0,0,20,568,0,3,0,10,63,98,57,17,0,0,0,0,6,0,5,262,0,3,3,61,100,621,1127,1051,121,102,117,84,77,58,53,3576,0,4,4,21,72,132,217,89,9,15,5,3,3,4,8,579,0,0,0,38,78,189,152,72,23,25,30,3,7,0,4,618,0,0,13,147,267,1032,2448,1771,308,191,440,212,211,170,101,7316,0,5,21,42,18,25,14,6
CED147,0,3,19,30,18,32,39,23,4,4,4,12,6,0,3,192,3,10,7,5,12,41,67,99,9,24,19,36,45,38,30,445,0,3,127,137,11,17,25,0,0,0,0,0,0,0,14,340,0,16,14,33,8,11,8,15,4,0,8,8,3,0,6,123,0,3,8,10,21,22,20,7,3,5,3,3,0,4,3,121,3,283,418,143,51,37,31,23,0,3,0,3,0,0,50,1052,0,34,112,73,16,4,6,3,0,0,0,5,0,0,15,277,0,3,3,13,14,21,20,7,0,0,0,7,15,9,6,119,0,10,17,45,7,28,58,169,15,25,30,14,25,17,18,483,5,6,6,0,8,13,25,23,3,3,0,5,0,0,4,107,0,0,0,0,10,12,13,12,0,0,7,0,4,0,0,60,0,0,0,7,0,4,14,10,3,4,5,6,0,27,7,85,0,11,47,97,30,34,31,9
CED194,0,0,0,3,3,7,0,3,0,0,5,0,11,4,5,34,0,0,0,0,0,12,15,29,13,18,20,35,24,43,18,225,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,5,3,3,0,0,0,0,0,3,4,23,0,0,3,0,0,8,9,3,0,0,0,0,0,0,7,22,0,5,9,3,4,4,3,0,0,0,0,5,19,13,11,78,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,8,3,5,0,3,0,9,10,7,4,39,0,0,0,0,3,5,10,17,3,4,3,9,11,61,18,140,0,0,0,0,0,4,3,0,0,0,0,4,0,7,6,35,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,20,0,0,0,0,0,5,4,6,0,0,0,10,0,8,4,36,0,0,4,0,0,3,7,3
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,0,0,0,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,0,4,7,13,16,21,30,14,3,3,4,3,4,3,9,134,0,9,10,32,116,576,1393,1882,309,300,323,362,267,120,208,5907,0,0,43,112,14,19,11,0,0,0,0,0,0,0,8,213,0,19,63,114,40,131,68,41,5,12,18,0,13,3,7,538,0,0,3,7,25,93,72,21,0,8,0,6,4,3,3,242,3,224,309,116,81,29,50,32,11,7,3,8,5,11,28,909,0,38,204,229,34,14,11,10,3,9,0,0,5,3,12,573,0,3,8,39,136,431,342,171,20,19,19,35,31,4,25,1292,0,14,27,205,166,507,1024,1089,142,149,88,110,105,74,89,3795,0,7,9,34,28,84,216,99,15,10,7,10,8,3,12,552,0,0,0,6,25,55,121,142,38,47,51,18,10,10,16,540,0,0,0,3,3,11,27,43,19,4,5,0,0,5,3,133,0,13,37,93,61,61,22,7
CED202,0,0,12,28,22,21,33,21,0,4,0,0,3,4,5,156,0,0,9,0,9,28,132,178,29,39,52,76,76,106,44,774,0,5,68,102,3,14,6,4,0,0,0,0,0,0,8,215,0,12,11,10,0,3,9,13,0,0,0,0,6,0,0,56,0,3,0,4,9,20,17,12,0,10,8,3,0,3,3,94,0,232,125,70,49,26,27,21,0,3,11,0,3,3,18,599,0,21,55,36,3,3,0,0,3,0,0,0,0,0,7,126,0,0,0,5,9,12,12,11,0,0,0,0,5,0,8,65,0,12,6,45,16,21,122,479,49,61,67,62,60,46,47,1098,0,9,4,3,3,5,7,12,0,3,0,9,0,0,0,64,0,0,0,0,10,10,10,20,7,8,12,0,0,0,0,74,0,0,0,0,0,0,6,12,0,0,0,3,4,0,0,36,0,21,21,59,22,30,30,24
CED203,0,0,3,32,27,36,61,48,22,20,14,24,24,13,7,339,0,7,4,15,66,784,1102,1379,213,277,346,435,416,251,198,5499,0,5,93,225,25,35,38,4,4,0,0,0,3,0,22,456,0,23,86,88,23,73,27,18,7,5,4,15,15,6,12,398,0,0,4,5,34,94,29,19,12,4,4,0,3,3,7,219,0,79,46,53,47,42,82,65,7,8,9,11,9,4,20,500,12,323,2128,1678,180,100,35,22,29,81,54,40,33,12,212,4939,0,0,0,15,53,80,63,54,14,21,18,17,16,13,10,383,0,8,11,80,61,145,420,1700,180,222,378,556,540,420,136,4860,0,0,0,6,19,46,99,52,11,19,19,17,15,9,10,325,0,3,0,3,18,29,42,102,81,86,168,37,36,24,11,641,0,0,0,0,4,36,85,67,20,23,45,22,23,7,7,339,0,9,15,46,41,95,75,109
CED204,0,0,4,26,21,13,44,23,3,3,0,4,11,3,9,165,0,0,0,0,9,23,67,111,20,25,21,27,29,14,34,380,0,3,19,38,0,0,3,0,0,0,0,0,0,0,7,82,0,8,7,3,0,5,14,8,3,0,9,8,3,0,6,81,0,4,0,0,3,15,13,13,3,0,0,7,0,8,3,82,0,163,109,53,32,19,30,17,3,0,9,0,0,0,21,470,0,12,36,26,8,3,0,0,0,0,0,0,0,0,9,92,0,3,6,4,10,8,13,11,4,0,6,7,5,0,15,80,0,11,13,31,10,9,95,340,29,37,46,51,60,40,53,822,0,8,5,0,10,5,20,15,3,0,0,3,3,3,8,94,0,0,0,0,0,0,3,9,0,4,12,6,3,9,0,51,0,0,0,0,0,0,16,0,0,0,0,0,3,0,6,32,0,19,36,37,12,30,31,19
CED205,0,0,3,12,16,23,24,13,8,10,4,3,3,0,3,125,0,19,75,55,259,1686,2660,2677,588,650,744,926,928,475,514,12258,0,5,106,298,32,87,287,7,7,0,0,8,0,0,17,858,3,33,119,177,44,84,65,44,10,5,24,9,10,5,18,662,0,3,3,15,49,193,138,57,13,13,30,14,13,0,5,537,3,194,211,75,40,33,65,22,3,5,6,3,8,4,14,695,3,121,875,959,126,64,51,18,20,54,35,30,19,3,60,2437,3,0,12,44,212,544,349,132,21,53,46,48,64,22,42,1594,0,29,21,344,233,828,1750,3814,373,510,652,928,792,613,333,11223,0,9,7,31,69,131,351,175,15,27,41,27,33,24,19,953,0,0,0,7,32,72,102,148,78,173,240,109,78,20,10,1067,0,0,4,4,14,50,52,61,11,17,45,16,14,5,11,310,0,14,29,43,24,29,12,18
CED206,0,0,3,14,7,14,17,21,0,8,8,0,4,3,0,104,0,3,19,3,32,178,221,236,42,20,28,29,40,21,37,909,0,13,211,789,80,106,53,8,3,0,0,3,7,0,34,1308,0,47,153,257,75,211,142,104,16,33,45,26,18,15,31,1184,0,0,0,8,71,210,127,106,5,20,8,20,31,0,29,639,0,214,94,30,40,37,28,27,3,0,3,7,0,0,18,505,0,129,526,553,83,47,49,18,11,28,20,7,10,7,59,1549,0,0,3,8,33,61,36,16,3,0,0,0,0,0,3,172,3,9,11,342,198,448,961,2068,172,194,312,402,333,224,209,5882,0,0,3,5,17,31,68,37,7,3,9,3,9,3,6,197,0,0,0,26,45,78,69,94,54,57,270,8,8,13,52,775,0,0,0,20,155,1073,2707,2017,544,313,884,414,290,322,182,8921,0,6,24,43,15,22,8,18
CED207,0,0,9,33,25,31,34,16,3,7,3,3,13,0,0,177,3,3,6,5,20,52,133,325,33,51,42,61,53,36,38,861,0,7,25,65,3,13,10,0,0,0,0,0,0,0,0,114,0,12,22,9,0,3,4,3,0,3,0,0,0,0,0,59,0,0,3,12,4,35,15,3,0,0,0,0,0,0,3,87,4,238,302,158,82,50,58,34,10,4,9,3,0,0,30,991,0,15,36,45,3,3,0,3,0,5,0,0,0,0,3,121,0,0,3,12,13,40,40,16,3,7,3,3,11,0,4,158,3,19,19,88,42,67,181,303,29,45,29,31,21,22,29,939,6,14,17,13,16,21,37,14,7,6,3,4,0,0,8,160,0,0,0,3,8,13,17,55,28,12,10,9,5,3,0,166,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0,18,0,7,25,105,32,57,21,29
