CED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
CED214,6,0,0,0,0,9,0,4,4,278,4,304,0,3,0,0,0,0,0,17,3,125,0,149,0,14,0,0,0,4,0,23,3,83,0,130,0,0,0,0,0,6,0,27,3,31,0,69,0,19,3,0,0,13,3,68,3,598,11,721,8,21,0,3,0,37,0,100,4,129,0,303,8,49,0,17,3,116,3,103,16,1302,22,1642,12,73,3,49,6,186,3,119,15,362,8,842,41,100,8,156,11,235,10,99,17,384,13,1065,107,113,3,254,16,186,3,64,20,210,5,980,186,32,5,224,11,148,5,46,7,72,6,749,268,49,6,226,17,153,7,28,8,76,7,843,961,53,26,384,42,229,14,47,7,91,3,1849,891,31,13,274,30,94,8,26,3,32,4,1404,674,12,14,148,20,36,5,13,5,23,0,946,504,13,9,60,26,66,3,3,9,8,0,690,851,30,17,162,29,75,5,21
CED215,17,10,3,3,0,3,0,3,4,175,8,224,10,11,0,0,0,3,0,18,3,119,3,171,3,5,0,9,0,6,0,28,0,69,0,120,0,0,0,0,0,3,0,22,0,44,0,71,14,25,3,12,0,15,3,79,8,705,12,886,7,16,0,21,0,40,3,118,14,295,3,524,39,72,13,38,3,87,16,238,38,2168,50,2759,57,87,3,93,8,168,10,239,31,817,9,1518,113,137,17,227,14,206,11,204,34,815,18,1788,208,117,13,337,20,178,21,114,34,525,23,1591,175,57,9,249,23,156,8,67,11,127,4,879,243,59,12,252,16,129,13,44,19,162,5,957,586,76,24,401,39,189,25,59,38,188,7,1631,334,31,20,246,36,67,21,23,4,56,6,837,248,19,8,128,17,29,5,14,4,22,3,490,119,5,4,35,9,72,0,6,5,18,0,279,172,25,10,146,12,51,10,19
CED216,3,0,0,0,0,3,0,9,3,189,0,213,0,0,0,5,0,5,0,10,0,89,0,109,0,8,0,0,0,0,0,18,0,44,0,72,0,0,0,0,0,0,0,19,3,18,0,38,3,14,0,3,0,11,3,25,3,287,0,349,0,12,0,3,0,15,0,55,3,128,0,222,6,43,3,17,0,30,5,92,6,724,10,938,12,58,0,22,6,90,3,101,7,369,6,673,35,85,3,97,0,106,9,138,5,521,8,1003,76,68,11,146,3,101,10,129,8,426,3,983,69,37,3,113,3,123,5,80,3,187,3,636,146,64,6,128,11,92,7,78,6,183,7,728,495,86,17,302,26,208,10,119,24,329,0,1623,476,62,12,242,32,82,17,73,12,172,6,1176,392,34,7,146,17,46,5,36,3,109,0,789,343,21,10,75,22,148,0,35,6,73,0,730,890,110,16,327,31,243,20,143
CED217,5,3,3,0,0,13,0,3,6,338,7,374,0,3,0,3,0,3,0,11,0,109,0,129,0,5,0,0,0,9,0,26,4,80,0,118,0,0,0,0,0,3,0,27,3,31,4,67,5,16,0,0,0,10,4,58,0,553,6,659,0,14,4,9,0,42,0,94,15,169,6,356,6,34,3,16,3,146,3,126,13,1437,19,1818,14,56,0,42,0,253,5,141,17,355,12,897,48,76,5,147,7,344,8,115,23,415,7,1216,168,58,9,268,16,252,7,67,20,207,3,1080,173,43,10,230,29,198,7,39,14,47,4,784,372,32,15,212,21,151,4,21,9,53,3,895,1015,31,19,326,51,190,11,22,10,54,3,1734,630,17,18,187,35,51,3,10,3,18,0,969,354,9,11,84,12,15,3,6,0,8,0,500,175,4,3,16,5,28,4,4,3,4,0,243,201,10,4,54,7,17,6,3
CED218,3,3,0,3,0,8,0,6,0,282,0,314,0,3,0,0,0,3,0,22,6,75,0,110,0,0,0,0,0,3,0,38,3,31,0,76,0,0,0,0,0,0,0,23,0,13,0,46,4,11,3,4,0,15,0,48,3,268,0,359,4,14,0,6,0,23,3,59,6,102,0,222,7,66,3,16,0,66,4,73,9,582,10,828,7,62,0,45,0,106,7,91,4,259,3,589,39,133,3,120,11,176,10,108,9,343,3,953,115,98,4,218,5,154,15,95,4,295,3,1007,136,48,0,216,12,162,3,67,8,111,0,759,269,38,4,198,14,142,8,54,5,167,0,898,995,74,18,397,40,238,12,112,8,266,4,2162,975,59,9,289,28,99,6,83,13,152,3,1712,799,38,11,153,25,45,4,38,0,92,3,1216,604,27,10,75,18,168,3,35,3,71,0,1011,1410,121,27,398,53,294,13,201
CED219,5,3,0,0,0,3,0,6,3,395,3,432,0,5,3,0,0,0,0,16,3,113,8,149,0,0,0,0,0,3,0,31,0,83,0,121,0,0,0,0,0,6,0,20,0,40,0,74,3,15,0,3,0,21,3,67,6,502,14,634,0,12,0,12,0,48,0,109,14,181,3,386,13,38,3,23,0,170,3,152,17,1438,25,1892,15,37,4,62,7,297,7,164,28,401,10,1040,58,76,11,196,14,353,17,140,23,390,10,1278,239,76,4,335,28,293,9,87,18,232,13,1337,288,44,6,270,13,199,11,31,7,46,3,910,432,24,15,231,22,131,7,31,8,51,3,953,1210,58,12,398,49,187,10,30,16,65,3,2040,661,15,12,186,34,51,6,0,3,21,0,984,280,6,3,76,13,14,0,0,0,9,0,399,127,5,3,24,3,19,3,9,0,8,0,203,134,10,0,50,3,18,3,7
CED220,8,3,3,0,0,0,0,6,5,374,4,395,0,3,0,0,0,3,0,13,0,156,0,179,0,6,0,3,0,4,0,38,3,80,0,135,0,0,0,0,0,4,0,26,3,42,0,82,3,18,0,0,0,19,0,59,3,647,11,760,4,20,0,8,0,46,0,79,3,193,0,352,12,46,3,19,3,119,8,138,4,1464,26,1835,18,84,4,42,0,186,8,143,19,474,9,993,51,98,3,144,3,213,4,124,21,483,5,1156,122,86,8,206,10,120,11,80,7,330,4,977,137,43,0,168,16,130,0,37,11,83,0,629,218,44,9,180,19,95,3,33,0,90,4,687,676,43,12,272,22,171,11,41,11,98,4,1369,507,28,11,173,21,54,0,14,4,29,0,843,343,12,3,57,10,32,0,3,0,16,0,481,240,4,6,34,12,42,0,3,0,10,0,353,365,12,6,85,14,47,3,9
CED221,16,7,3,8,0,4,0,4,0,139,4,184,17,13,0,5,0,3,0,12,3,90,0,145,3,5,0,6,0,3,0,28,0,46,3,103,0,3,0,3,0,8,0,11,0,30,0,66,27,28,3,12,3,20,0,88,9,589,8,795,15,26,4,20,0,41,8,86,13,216,0,434,52,74,9,57,3,98,6,193,25,1933,40,2491,68,112,10,112,14,185,12,236,33,740,7,1533,142,188,23,262,11,222,19,206,29,718,20,1837,250,138,20,400,24,192,20,124,27,426,7,1641,222,67,9,335,13,133,10,68,19,132,3,1024,346,65,20,280,22,118,11,47,15,138,3,1061,785,89,25,461,49,154,17,59,23,133,4,1801,467,46,21,233,24,55,17,31,3,50,3,949,265,15,12,89,19,23,5,11,0,30,0,471,96,5,5,33,0,28,0,8,3,14,0,196,162,36,12,96,10,41,3,19
CED222,4,0,0,0,0,3,0,3,0,254,5,266,0,3,0,0,0,0,0,8,0,92,0,107,0,7,0,3,0,0,0,22,5,64,0,102,0,0,0,0,0,4,0,27,7,24,0,63,3,11,0,5,0,16,0,46,3,434,7,524,5,18,0,10,0,36,0,85,7,165,0,328,11,39,6,18,0,106,7,128,13,1247,31,1597,16,45,3,41,0,177,3,145,19,448,6,907,49,78,7,119,7,271,9,120,23,511,4,1200,159,88,15,242,17,159,12,81,13,333,7,1121,175,44,6,218,16,166,4,49,6,88,0,772,281,35,10,199,22,151,6,36,7,93,0,832,945,55,16,335,47,198,15,50,12,120,0,1798,737,20,14,260,27,90,12,24,3,53,4,1240,469,15,12,108,18,33,0,14,0,26,0,688,284,0,3,41,4,67,0,4,3,11,0,419,389,16,5,114,21,60,3,13
CED223,0,0,0,3,0,5,0,0,0,178,0,191,0,8,0,3,0,3,0,8,0,88,0,109,0,0,0,3,0,3,0,16,0,50,0,76,0,0,0,0,0,0,0,18,0,24,0,47,0,13,0,4,0,3,0,36,5,319,6,391,0,11,0,7,0,17,3,56,0,120,4,220,3,35,3,6,0,38,3,92,5,971,17,1170,17,51,0,32,0,105,4,136,12,537,7,887,19,86,3,91,3,137,5,154,15,678,7,1206,52,87,7,175,13,134,4,105,11,447,8,1048,83,48,6,157,13,128,9,80,12,176,0,710,174,52,8,162,18,136,13,65,5,194,3,834,630,85,8,356,34,233,15,90,12,230,0,1692,640,49,16,275,36,85,3,34,9,81,3,1240,469,16,7,163,18,40,8,14,3,54,0,788,292,6,9,69,11,80,0,14,0,33,0,521,471,35,7,189,22,114,11,54
CED224,0,0,0,0,0,3,0,3,3,251,4,272,4,0,0,0,0,0,0,8,0,99,0,121,0,5,0,0,0,5,0,30,0,43,0,85,0,0,0,0,0,4,0,18,0,19,0,45,0,7,3,3,0,8,0,32,3,209,3,266,3,17,0,6,0,21,0,62,5,102,0,218,4,39,0,9,3,42,3,51,3,454,8,625,13,50,4,28,4,81,6,82,12,322,4,601,20,90,0,93,3,101,4,89,7,403,0,820,74,65,8,112,10,102,5,117,7,387,5,891,78,25,3,116,6,108,4,63,4,177,3,590,140,41,7,106,14,101,6,71,10,214,3,713,587,73,15,281,10,203,7,112,20,325,4,1647,596,45,8,212,29,99,5,106,16,207,0,1330,448,40,3,152,20,55,9,41,4,122,0,894,321,17,0,56,11,114,3,31,3,99,0,658,858,110,20,323,36,223,11,170
CED225,3,8,0,3,0,6,0,8,3,203,3,235,0,0,0,0,0,6,0,13,3,74,0,107,0,3,0,0,0,3,0,27,3,57,0,95,0,0,0,0,0,3,0,13,0,39,0,59,3,17,0,3,0,9,0,49,6,329,4,420,3,15,0,7,0,27,0,72,4,151,5,287,11,31,9,26,0,72,4,109,13,1086,25,1386,9,54,3,39,0,136,3,152,22,514,3,935,41,87,9,122,10,203,6,162,21,540,8,1203,140,75,6,251,10,191,13,86,17,299,3,1097,159,48,3,225,12,155,17,44,17,86,0,780,271,41,6,266,21,134,5,37,12,120,3,918,938,67,17,451,51,207,6,42,18,96,9,1907,651,29,5,273,32,75,11,22,4,48,3,1146,379,11,9,145,14,26,3,5,0,20,3,629,200,4,4,39,4,74,0,3,4,9,0,342,287,33,10,133,18,63,5,16
CED226,3,3,0,0,0,3,0,4,8,568,4,593,3,7,3,0,0,0,0,8,0,139,0,154,0,0,0,0,0,8,0,32,4,81,0,126,0,0,0,0,0,3,0,34,0,51,0,91,4,12,0,4,0,16,6,73,8,451,9,575,3,11,0,7,0,58,0,105,16,168,3,374,13,54,8,25,3,152,3,141,9,1214,16,1633,16,60,3,70,8,315,5,177,24,457,12,1148,41,103,12,200,14,455,14,128,25,433,9,1426,221,93,6,366,33,346,18,88,19,256,17,1464,258,55,6,310,18,287,10,50,17,73,0,1084,451,42,9,311,33,200,13,40,12,58,6,1183,1378,53,28,449,65,315,17,35,23,91,7,2448,925,23,16,251,42,89,7,9,7,21,3,1399,574,9,8,113,31,40,0,7,0,14,0,797,287,0,0,29,14,86,3,9,0,10,0,441,352,18,5,95,14,54,4,7
CED227,25,10,3,21,0,14,0,6,6,154,4,238,22,11,0,18,3,9,0,16,0,94,0,170,12,3,0,10,0,0,0,32,0,57,3,119,3,0,0,3,0,3,0,19,0,41,0,65,25,19,4,31,0,7,0,75,18,632,17,828,14,24,0,16,6,55,3,107,10,204,3,437,63,87,12,55,7,129,7,151,37,2039,42,2622,82,92,10,138,8,199,8,180,36,687,22,1455,165,138,9,290,19,246,19,133,35,653,16,1715,336,117,14,423,35,168,17,104,28,414,24,1680,224,40,9,267,16,93,19,43,19,63,0,790,371,67,19,278,26,99,15,33,13,109,7,1021,706,56,33,395,45,106,22,27,9,114,13,1516,385,18,7,181,20,39,8,15,3,41,9,731,197,17,11,103,4,17,3,10,0,21,0,374,77,5,4,18,12,17,0,4,3,14,0,148,147,18,5,91,11,35,3,8
CED228,3,3,0,0,0,4,0,4,0,335,11,360,0,3,0,3,0,3,0,20,0,139,0,174,0,3,0,0,0,3,0,33,7,86,0,136,0,0,0,0,0,9,0,29,0,34,0,77,3,14,3,4,0,14,3,67,4,749,11,869,3,18,0,6,3,52,0,92,8,180,3,378,10,55,3,15,0,116,9,126,10,1596,20,1964,21,69,3,46,4,182,8,144,22,477,8,987,44,99,5,143,9,239,12,126,31,487,14,1206,143,68,6,221,16,190,17,75,10,304,12,1062,148,35,6,191,5,147,5,42,8,97,3,696,230,41,11,160,11,131,5,46,13,85,8,734,771,47,19,286,34,183,14,44,9,126,9,1541,608,24,10,196,29,61,11,23,10,57,7,1026,412,5,10,86,17,21,0,5,0,23,3,580,289,6,4,40,7,52,0,9,0,16,0,441,457,19,9,121,20,66,3,22
CED229,12,0,4,0,7,7,0,4,0,305,9,355,3,6,3,3,0,4,0,11,3,77,5,110,0,3,0,3,0,6,0,36,4,79,0,129,0,0,0,0,0,4,0,19,0,38,0,67,11,18,3,3,0,19,0,56,6,497,14,629,7,15,0,16,0,30,4,100,9,180,0,364,13,40,0,21,0,111,7,155,23,1383,26,1789,24,64,6,53,5,213,4,175,30,594,12,1170,55,115,9,206,11,312,12,183,32,626,5,1560,237,94,8,349,31,273,21,131,27,386,8,1573,236,47,8,319,12,224,14,53,14,102,3,1032,432,49,4,292,24,179,14,47,12,105,3,1158,1290,62,30,549,80,270,23,55,31,113,5,2510,920,39,15,322,49,99,13,27,3,51,5,1536,523,17,19,155,33,33,7,11,0,24,3,817,259,8,4,38,26,66,4,12,4,12,0,432,317,18,7,133,18,55,9,24
CED230,25,3,0,3,0,5,0,0,3,208,3,258,7,12,3,3,0,3,0,15,0,124,8,167,0,3,0,4,0,9,3,28,7,77,0,133,0,0,0,0,0,5,0,16,0,47,0,79,29,27,6,14,0,24,0,72,4,739,17,925,13,24,0,22,0,50,3,120,15,233,3,489,32,80,3,54,0,113,9,215,22,2230,40,2799,51,98,14,102,8,187,12,275,30,853,19,1640,110,152,13,222,14,267,16,185,26,787,19,1798,234,116,12,358,23,194,16,125,23,450,12,1567,229,55,6,310,22,158,10,67,17,117,0,991,361,72,22,312,31,135,10,38,9,111,9,1110,803,63,22,457,71,200,20,45,23,149,7,1863,493,42,7,268,38,55,11,32,4,48,0,1005,266,25,13,116,9,30,8,6,0,22,0,503,115,3,10,34,10,58,3,4,8,20,0,265,171,25,10,120,20,52,5,24
CED231,9,0,0,6,0,9,0,4,0,670,0,703,4,3,0,0,0,9,0,31,3,110,0,162,0,12,0,0,0,3,0,79,0,87,3,188,0,0,0,0,0,3,0,63,0,38,0,113,3,42,3,5,0,16,0,84,6,322,3,487,7,33,0,12,0,43,3,104,5,112,0,327,16,142,0,23,3,86,8,121,12,458,12,872,23,146,7,56,6,185,7,135,9,202,5,771,64,190,3,197,16,240,17,135,12,243,3,1114,156,142,4,329,8,261,17,108,17,201,3,1239,204,61,4,307,10,273,8,56,15,85,3,1024,396,77,9,295,21,235,7,55,5,117,3,1214,1470,82,17,539,56,388,13,90,28,154,4,2855,1527,53,20,449,60,133,15,42,5,85,0,2394,1273,42,16,277,41,86,8,31,0,51,3,1826,937,20,14,111,24,174,3,35,7,51,3,1388,2266,84,42,475,84,263,14,92
CED232,7,0,3,4,0,8,0,6,3,228,3,264,0,0,0,0,0,0,0,9,5,72,0,89,0,4,0,3,0,0,0,24,0,37,0,74,0,0,0,0,0,3,0,22,0,20,0,55,3,17,0,8,0,5,0,51,4,237,0,329,8,25,0,5,0,25,0,61,10,78,0,212,13,66,0,15,0,55,12,86,3,436,5,708,9,73,3,53,3,119,3,98,14,207,8,580,52,132,4,129,3,198,3,106,3,254,5,897,173,120,10,285,12,173,3,85,7,214,3,1079,174,46,6,261,19,198,8,58,9,101,3,872,343,58,5,266,24,163,8,74,7,137,0,1081,1342,99,22,512,47,367,18,110,19,204,4,2741,1374,53,25,440,47,165,12,74,10,144,4,2348,1106,54,14,227,39,76,3,36,11,78,3,1652,872,15,8,90,32,252,3,36,6,82,4,1408,2042,129,30,535,72,372,14,151
CED233,4,0,0,0,0,5,0,4,0,392,6,417,4,6,0,0,0,0,0,9,3,178,4,205,0,9,0,0,0,0,0,33,3,69,0,111,0,0,0,0,0,0,0,19,0,34,0,55,3,15,3,4,0,14,0,57,10,508,13,626,0,13,0,5,0,30,0,85,6,194,5,337,6,43,0,15,0,52,3,126,9,1236,16,1511,23,53,0,35,3,97,3,154,12,641,12,1026,30,79,9,88,3,157,11,147,14,705,8,1248,79,72,10,137,11,130,5,107,15,522,11,1091,82,38,0,132,7,130,4,81,9,178,3,664,146,41,11,128,8,110,8,50,10,232,5,748,424,67,13,239,28,183,14,65,8,268,3,1309,386,45,8,198,21,78,9,40,5,120,0,910,310,24,5,99,12,29,3,23,3,84,0,600,210,13,0,57,8,95,0,19,7,43,0,455,405,37,5,170,18,140,0,64
CED234,30,3,3,13,4,10,0,10,0,176,4,256,26,6,4,3,0,10,0,13,3,95,3,170,3,7,3,8,3,10,0,19,0,62,0,117,0,3,0,0,0,7,0,12,3,47,0,78,27,30,4,36,0,16,3,79,9,683,20,907,11,24,5,23,0,43,3,111,9,214,4,454,51,72,9,52,7,88,12,198,27,2161,46,2718,58,74,13,89,14,185,10,204,36,693,26,1396,119,137,16,260,19,255,21,162,31,756,15,1790,261,113,23,380,33,180,24,98,23,447,20,1598,205,59,14,290,16,132,17,46,15,73,0,874,343,66,15,263,27,102,14,34,15,119,4,999,731,67,20,394,45,125,18,39,14,130,18,1592,441,26,14,227,31,48,7,15,3,45,5,864,216,14,5,82,17,14,3,11,0,19,4,381,81,3,6,26,5,24,0,9,6,9,0,164,153,28,9,85,5,30,5,23
CED235,3,0,0,3,0,0,0,3,0,431,10,459,0,3,0,0,0,3,0,12,0,115,0,137,0,3,0,0,0,8,0,27,0,81,0,117,0,0,0,0,0,3,0,29,0,49,3,85,0,15,0,3,0,10,3,65,9,780,6,892,0,12,0,3,0,53,0,110,7,169,3,357,3,29,3,20,0,118,7,147,16,1820,28,2196,19,63,6,60,4,210,6,155,24,487,8,1043,45,87,5,154,9,265,7,100,18,456,3,1152,174,90,11,281,22,221,16,81,20,290,11,1209,169,29,4,215,21,163,11,42,4,70,3,726,264,28,6,228,19,109,9,33,6,75,3,793,725,44,24,344,33,159,11,35,13,80,6,1474,539,26,8,193,24,55,6,7,3,33,0,898,317,7,7,70,17,19,0,3,0,11,0,451,151,3,0,28,4,42,0,3,0,6,0,235,179,7,9,61,8,35,0,7
CED236,23,0,4,16,5,9,3,3,0,128,12,202,16,11,0,12,3,5,0,9,0,95,3,147,4,5,0,14,0,7,0,26,3,64,4,137,0,3,0,3,0,0,3,16,3,38,0,70,32,34,9,27,0,19,0,80,13,626,19,852,17,27,0,18,4,58,0,122,13,231,9,495,63,69,3,53,3,112,4,226,28,1918,38,2517,86,106,14,117,14,184,17,203,23,656,11,1428,129,144,16,258,11,230,18,173,25,654,20,1681,251,106,18,372,25,156,11,93,14,377,16,1442,182,42,5,276,19,123,11,58,7,66,3,794,328,57,17,263,29,107,11,39,9,106,7,967,628,69,34,374,32,122,29,41,20,118,15,1477,344,45,19,232,38,51,8,16,3,54,3,823,229,14,9,78,16,18,7,10,0,17,0,389,96,4,3,36,3,24,3,4,0,15,0,204,179,24,5,110,9,37,7,10
CED237,5,0,0,4,0,3,0,3,0,250,7,286,0,0,0,0,0,0,0,11,0,127,0,134,0,0,0,0,0,0,0,28,7,67,0,108,0,0,0,0,0,5,0,30,6,27,0,71,3,13,0,3,0,19,0,58,3,657,11,765,3,20,0,5,0,37,0,100,11,143,0,325,11,69,6,17,0,91,8,129,14,1407,21,1780,18,69,3,68,3,163,9,118,14,377,7,849,49,150,5,147,7,217,11,109,13,387,6,1108,163,105,7,312,14,193,8,74,17,243,9,1154,168,58,11,256,18,151,3,47,18,65,3,783,313,48,12,254,8,153,4,31,9,77,4,911,1145,72,22,459,53,222,4,40,8,78,8,2105,1072,27,9,353,39,83,5,21,5,38,4,1652,691,8,11,180,35,49,5,12,3,12,0,1009,505,6,9,65,18,56,3,4,0,4,0,671,789,16,21,144,24,78,6,10
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
